genename	familyname
LOC_Os12g41950	ARF
LOC_Os08g19260	Orphans
LOC_Os01g54890	AP2-EREBP
LOC_Os08g29660	WRKY
LOC_Os05g49700	AP2-EREBP
LOC_Os03g33012	WRKY
LOC_Os10g39190	ABI3-VP1
LOC_Os03g21240	G2-like
LOC_Os04g47040	bHLH
LOC_Os09g24810	ZF-HD
LOC_Os08g43600	bZIP
LOC_Os04g13480	Orphans
LOC_Os03g08470	AP2-EREBP
LOC_Os09g36910	bZIP
LOC_Os06g16370	Orphans
LOC_Os03g43810	bHLH
LOC_Os07g24350	Homeobox
LOC_Os06g09810	AP2-EREBP
LOC_Os02g44260	Orphans
LOC_Os06g14710	MYB-related
LOC_Os03g29760	CCAAT-HAP2
LOC_Os02g07430	MADS
LOC_Os02g10000	Orphans
LOC_Os06g29020	Homeobox
LOC_Os11g05930	Orphans
LOC_Os03g21800	bZIP
LOC_Os01g51610	ABI3-VP1
LOC_Os04g21950	WRKY
LOC_Os02g02480	bHLH
LOC_Os04g52410	MADS
LOC_Os01g62310	Homeobox
LOC_Os03g03760	G2-like
LOC_Os12g07790	NAC
LOC_Os12g03110	ZF-HD
LOC_Os08g36790	bZIP
LOC_Os04g46580	SBP
LOC_Os01g43590	HSF
LOC_Os01g47370	MYB-related
LOC_Os10g36420	C2C2-YABBY
LOC_Os11g45950	NAC
LOC_Os03g01200	Orphans
LOC_Os10g40810	C2C2-GATA
LOC_Os07g35870	bHLH
LOC_Os12g07730	MYB-related
LOC_Os01g46870	AP2-EREBP
LOC_Os03g27900	ZIM
LOC_Os03g59460	bZIP
LOC_Os11g31370	NAC
LOC_Os01g09640	MYB-related
LOC_Os06g36000	AP2-EREBP
LOC_Os03g53100	Orphans
LOC_Os02g25820	ABI3-VP1
LOC_Os06g35140	G2-like
LOC_Os01g66420	Alfin-like
LOC_Os02g01990	Orphans
LOC_Os09g35790	HSF
LOC_Os08g38590	MADS
LOC_Os09g02790	Orphans
LOC_Os01g64020	bZIP
LOC_Os08g33050	G2-like
LOC_Os01g12440	AP2-EREBP
LOC_Os04g46410	AP2-EREBP
LOC_Os11g11600	GRAS
LOC_Os04g27410	MYB-related
LOC_Os12g01490	G2-like
LOC_Os04g35660	NAC
LOC_Os06g50900	bHLH
LOC_Os01g01312	Orphans
LOC_Os02g06950	NAC
LOC_Os01g19694	Homeobox
LOC_Os03g21710	WRKY
LOC_Os03g51230	Orphans
LOC_Os01g01470	NAC
LOC_Os09g34880	bZIP
LOC_Os02g06592	Orphans
LOC_Os01g49830	AP2-EREBP
LOC_Os03g02240	Trihelix
LOC_Os05g40280	ABI3-VP1
LOC_Os06g43090	MYB
LOC_Os08g01090	ABI3-VP1
LOC_Os03g55590	G2-like
LOC_Os05g45954	AP2-EREBP
LOC_Os06g46560	MYB
LOC_Os01g55430	TUB
LOC_Os01g48370	TUB
LOC_Os11g06770	AP2-EREBP
LOC_Os01g23750	MADS
LOC_Os02g41450	NAC
LOC_Os01g52090	Trihelix
LOC_Os07g08140	HSF
LOC_Os10g21810	Orphans
LOC_Os11g12360	MADS
LOC_Os11g36450	JUMONJI
LOC_Os02g03030	PHD
LOC_Os01g68370	ABI3-VP1
LOC_Os03g55550	bHLH
LOC_Os06g06900	bHLH
LOC_Os06g09660	ARF
LOC_Os04g44440	TCP
LOC_Os07g16330	GRAS
LOC_Os03g21030	NAC
LOC_Os04g23440	bHLH
LOC_Os03g42420	ABI3-VP1
LOC_Os09g25070	WRKY
LOC_Os08g14400	Homeobox
LOC_Os02g07780	SBP
LOC_Os01g15460	C3H
LOC_Os08g07440	AP2-EREBP
LOC_Os07g48596	G2-like
LOC_Os09g28900	bHLH
LOC_Os03g12950	AP2-EREBP
LOC_Os04g52090	AP2-EREBP
LOC_Os08g25799	G2-like
LOC_Os02g33610	Trihelix
LOC_Os10g34710	Orphans
LOC_Os04g41820	bZIP
LOC_Os02g09480	MYB
LOC_Os03g11600	C2C2-YABBY
LOC_Os04g48350	AP2-EREBP
LOC_Os01g09620	C3H
LOC_Os03g48450	GRAS
LOC_Os01g48170	Homeobox
LOC_Os04g43560	NAC
LOC_Os06g21390	C3H
LOC_Os01g44430	ZF-HD
LOC_Os06g49010	SBP
LOC_Os04g10260	bZIP
LOC_Os01g47670	NAC
LOC_Os03g38210	MYB
LOC_Os01g64360	MYB
LOC_Os08g33100	CCAAT-HAP5
LOC_Os02g04810	ARF
LOC_Os04g59620	Orphans
LOC_Os10g35660	MYB
LOC_Os01g62510	WRKY
LOC_Os03g63890	MYB-related
LOC_Os07g04650	C3H
LOC_Os05g51820	bHLH
LOC_Os01g70310	bHLH
LOC_Os03g56950	bHLH
LOC_Os02g06860	MADS
LOC_Os01g64590	C2C2-Dof
LOC_Os10g25640	NAC
LOC_Os08g37810	Trihelix
LOC_Os05g03860	bZIP
LOC_Os04g55970	AP2-EREBP
LOC_Os04g36730	Alfin-like
LOC_Os04g37440	GRAS
LOC_Os04g47059	bHLH
LOC_Os07g43580	MYB
LOC_Os03g58160	HSF
LOC_Os02g10060	MYB-related
LOC_Os10g23050	bHLH
LOC_Os10g17630	ABI3-VP1
LOC_Os06g01230	NAC
LOC_Os04g09560	CPP
LOC_Os07g08530	ABI3-VP1
LOC_Os01g34060	MYB-related
LOC_Os02g53690	GRF
LOC_Os12g40120	ABI3-VP1
LOC_Os01g59780	AP2-EREBP
LOC_Os01g52410	MYB
LOC_Os01g55340	C2C2-Dof
LOC_Os10g33940	ARF
LOC_Os03g21160	C3H
LOC_Os06g30830	MADS
LOC_Os10g42410	Orphans
LOC_Os03g64260	AP2-EREBP
LOC_Os11g32110	ARF
LOC_Os10g33810	MYB
LOC_Os05g48820	Homeobox
LOC_Os02g55380	AP2-EREBP
LOC_Os05g43670	Orphans
LOC_Os07g40730	Orphans
LOC_Os01g71790	NAC
LOC_Os06g42990	AP2-EREBP
LOC_Os08g39890	SBP
LOC_Os03g42250	ABI3-VP1
LOC_Os03g08310	ZIM
LOC_Os02g22020	G2-like
LOC_Os01g18240	MYB
LOC_Os02g49370	CCAAT-HAP3
LOC_Os01g62514	WRKY
LOC_Os05g34730	AP2-EREBP
LOC_Os03g62230	C2H2
LOC_Os04g58190	C2C2-Dof
LOC_Os09g29820	bZIP
LOC_Os10g27360	NAC
LOC_Os04g23910	MADS
LOC_Os06g43860	Homeobox
LOC_Os03g11370	ABI3-VP1
LOC_Os01g69850	MADS
LOC_Os03g50310	Orphans
LOC_Os04g50120	Orphans
LOC_Os02g26430	WRKY
LOC_Os02g48780	Orphans
LOC_Os07g33370	Orphans
LOC_Os07g46690	Orphans
LOC_Os05g09020	WRKY
LOC_Os09g23200	G2-like
LOC_Os01g62460	GRAS
LOC_Os03g06850	ABI3-VP1
LOC_Os12g38940	C2H2
LOC_Os12g10540	MADS
LOC_Os05g38820	CCAAT-HAP3
LOC_Os04g28130	Orphans
LOC_Os05g49280	C2C2-GATA
LOC_Os06g23950	MADS
LOC_Os01g74140	WRKY
LOC_Os10g25230	ZIM
LOC_Os02g25830	ABI3-VP1
LOC_Os06g48950	ARF
LOC_Os06g23030	ZF-HD
LOC_Os08g06330	C3H
LOC_Os10g02584	BBR/BPC
LOC_Os08g09900	WRKY
LOC_Os02g05640	Homeobox
LOC_Os02g04680	SBP
LOC_Os01g04930	MYB
LOC_Os11g31330	NAC
LOC_Os05g11070	bHLH
LOC_Os04g46384	MYB
LOC_Os01g45730	C3H
LOC_Os06g42630	ABI3-VP1
LOC_Os04g43680	MYB
LOC_Os07g13920	NAC
LOC_Os10g25850	CCAAT-HAP2
LOC_Os12g22630	NAC
LOC_Os06g41930	Orphans
LOC_Os02g54160	AP2-EREBP
LOC_Os06g04870	Homeobox
LOC_Os01g57110	Orphans
LOC_Os04g59470	NAC
LOC_Os07g08420	bZIP
LOC_Os03g05680	JUMONJI
LOC_Os01g67970	JUMONJI
LOC_Os04g34720	PHD
LOC_Os08g32620	PHD
LOC_Os09g27620	PHD
LOC_Os03g19190	PHD
LOC_Os06g20410	PHD
LOC_Os04g52020	PHD
LOC_Os02g45250	Homeobox
LOC_Os02g39360	Orphans
LOC_Os12g40070	ABI3-VP1
LOC_Os01g15300	C3H
LOC_Os04g40930	Trihelix
LOC_Os01g17000	C2C2-Dof
LOC_Os03g51330	GRAS
LOC_Os09g33490	NAC
LOC_Os12g04370	GRAS
LOC_Os12g04500	Orphans
LOC_Os08g37290	bHLH
LOC_Os03g42200	C2C2-Dof
LOC_Os05g50900	bHLH
LOC_Os01g67090	Orphans
LOC_Os09g34060	bZIP
LOC_Os04g32480	ZIM
LOC_Os01g66120	NAC
LOC_Os01g48700	E2F-DP
LOC_Os05g05780	Orphans
LOC_Os01g45090	MYB
LOC_Os07g38090	C3H
LOC_Os08g36450	GeBP
LOC_Os08g02250	Orphans
LOC_Os04g59130	TUB
LOC_Os02g23823	bHLH
LOC_Os04g50920	WRKY
LOC_Os07g17160	EIL
LOC_Os06g08340	AP2-EREBP
LOC_Os03g06930	Homeobox
LOC_Os12g29330	NAC
LOC_Os06g46890	C3H
LOC_Os03g50860	Orphans
LOC_Os02g10420	ABI3-VP1
LOC_Os10g31970	Orphans
LOC_Os01g14870	C3H
LOC_Os01g39580	bHLH
LOC_Os02g42585	AP2-EREBP
LOC_Os01g02110	bHLH
LOC_Os03g09170	AP2-EREBP
LOC_Os08g26880	bZIP
LOC_Os05g48670	TUB
LOC_Os11g07460	TCP
LOC_Os06g44410	Orphans
LOC_Os01g45570	Homeobox
LOC_Os09g34950	TCP
LOC_Os01g53220	HSF
LOC_Os08g42440	Orphans
LOC_Os02g49560	bZIP
LOC_Os08g36920	AP2-EREBP
LOC_Os05g04740	bHLH
LOC_Os04g28000	ABI3-VP1
LOC_Os02g28660	Orphans
LOC_Os09g30400	WRKY
LOC_Os07g41740	Alfin-like
LOC_Os03g37670	MADS
LOC_Os06g04010	BBR/BPC
LOC_Os04g49110	GRAS
LOC_Os08g07970	bZIP
LOC_Os11g07890	MYB
LOC_Os03g60390	Alfin-like
LOC_Os03g59730	NAC
LOC_Os11g43740	MADS
LOC_Os02g05450	Homeobox
LOC_Os03g44540	CCAAT-HAP2
LOC_Os10g01470	Homeobox
LOC_Os01g63680	MYB
LOC_Os06g04960	MYB-related
LOC_Os03g61760	SBP
LOC_Os08g39830	EIL
LOC_Os05g35500	MYB
LOC_Os02g42970	NAC
LOC_Os02g39140	bHLH
LOC_Os03g08500	AP2-EREBP
LOC_Os03g13790	MYB-related
LOC_Os01g48180	Orphans
LOC_Os02g06330	AP2-EREBP
LOC_Os06g11940	AP2-EREBP
LOC_Os11g04720	Orphans
LOC_Os04g04300	WRKY
LOC_Os01g09280	MYB-related
LOC_Os03g09280	GRAS
LOC_Os03g08930	bHLH
LOC_Os03g58330	bHLH
LOC_Os01g23780	MADS
LOC_Os02g03690	BZR
LOC_Os03g46790	bHLH
LOC_Os06g03710	GRAS
LOC_Os08g38210	bHLH
LOC_Os12g02870	GRAS
LOC_Os01g43650	WRKY
LOC_Os01g65370	MYB
LOC_Os09g24480	TCP
LOC_Os03g02900	ABI3-VP1
LOC_Os12g03050	NAC
LOC_Os09g13570	bZIP
LOC_Os02g18660	GeBP
LOC_Os09g23650	ZIM
LOC_Os03g43730	CPP
LOC_Os11g14010	Alfin-like
LOC_Os03g64290	Orphans
LOC_Os10g41230	Homeobox
LOC_Os02g43460	Orphans
LOC_Os12g29520	ARF
LOC_Os01g37100	NLP
LOC_Os12g42190	TCP
LOC_Os10g26590	AP2-EREBP
LOC_Os12g42610	C2C2-YABBY
LOC_Os09g32260	NAC
LOC_Os11g39000	bHLH
LOC_Os03g60630	C2C2-Dof
LOC_Os01g71970	GRAS
LOC_Os09g32948	MADS
LOC_Os11g08410	C2C2-GATA
LOC_Os01g14420	NLP
LOC_Os03g04900	MYB
LOC_Os05g48960	C3H
LOC_Os04g28120	Orphans
LOC_Os03g42430	ABI3-VP1
LOC_Os03g51220	MYB-related
LOC_Os11g05130	Orphans
LOC_Os04g46400	AP2-EREBP
LOC_Os10g26500	Homeobox
LOC_Os12g40080	ABI3-VP1
LOC_Os05g34940	MADS
LOC_Os12g22940	NAC
LOC_Os03g49170	C3H
LOC_Os06g19444	C2C2-CO-like
LOC_Os03g53700	PHD
LOC_Os12g07200	JUMONJI
LOC_Os03g31594	JUMONJI
LOC_Os06g22760	MADS
LOC_Os12g07280	C2H2
LOC_Os06g01890	MADS
LOC_Os07g39220	BZR
LOC_Os03g10210	Homeobox
LOC_Os08g08220	Orphans
LOC_Os04g27990	ABI3-VP1
LOC_Os09g12380	NAC
LOC_Os03g20090	MYB
LOC_Os10g40390	GRAS
LOC_Os08g33150	MYB
LOC_Os05g40060	WRKY
LOC_Os02g49700	Homeobox
LOC_Os03g47036	Homeobox
LOC_Os02g45760	GRAS
LOC_Os03g04310	bHLH
LOC_Os12g37410	bZIP
LOC_Os01g49160	MYB
LOC_Os01g67670	GRAS
LOC_Os12g04380	GRAS
LOC_Os06g05380	WRKY
LOC_Os01g43180	MYB-related
LOC_Os04g51070	bHLH
LOC_Os11g45740	MYB
LOC_Os07g40570	WRKY
LOC_Os08g07700	AP2-EREBP
LOC_Os07g46590	Orphans
LOC_Os01g03720	MYB
LOC_Os01g10580	Orphans
LOC_Os12g32400	bHLH
LOC_Os05g43920	ARF
LOC_Os01g01430	NAC
LOC_Os07g03220	bZIP
LOC_Os02g14910	bZIP
LOC_Os01g33370	Orphans
LOC_Os08g34960	MYB
LOC_Os03g42410	ABI3-VP1
LOC_Os05g26049	NAC
LOC_Os06g41730	ARID
LOC_Os10g33960	Homeobox
LOC_Os01g45860	GRAS
LOC_Os04g31290	bHLH
LOC_Os04g39960	NAC
LOC_Os10g01530	bHLH
LOC_Os08g23880	NAC
LOC_Os09g29130	ZF-HD
LOC_Os07g38750	AP2-EREBP
LOC_Os06g10310	GRF
LOC_Os06g01934	Homeobox
LOC_Os05g03900	WRKY
LOC_Os11g35030	GRF
LOC_Os06g45890	G2-like
LOC_Os12g07640	MYB
LOC_Os06g10710	GeBP
LOC_Os07g03250	AP2-EREBP
LOC_Os03g52239	Homeobox
LOC_Os01g04750	AP2-EREBP
LOC_Os10g38834	NAC
LOC_Os06g45140	bZIP
LOC_Os09g01470	GeBP
LOC_Os05g36190	TUB
LOC_Os02g43790	AP2-EREBP
LOC_Os04g30890	MYB-related
LOC_Os11g03440	MYB
LOC_Os07g31470	MYB
LOC_Os11g16290	NLP
LOC_Os02g43560	WRKY
LOC_Os07g13170	AP2-EREBP
LOC_Os01g04800	AP2-EREBP
LOC_Os08g44820	NAC
LOC_Os08g14610	Orphans
LOC_Os07g44200	GeBP
LOC_Os06g04090	NAC
LOC_Os12g01120	Homeobox
LOC_Os03g08754	MADS
LOC_Os01g44990	Orphans
LOC_Os12g06520	bZIP
LOC_Os05g23910	CCAAT-HAP5
LOC_Os12g31430	bHLH
LOC_Os07g42370	ZIM
LOC_Os01g69910	CAMTA
LOC_Os03g47730	Homeobox
LOC_Os02g01365	MADS
LOC_Os05g37730	MYB-related
LOC_Os09g28310	bZIP
LOC_Os01g70270	ARF
LOC_Os03g29614	MYB
LOC_Os05g34050	bZIP
LOC_Os12g41920	MYB-related
LOC_Os09g25040	bHLH
LOC_Os03g42290	ABI3-VP1
LOC_Os02g05470	Orphans
LOC_Os03g22900	Orphans
LOC_Os03g12440	Orphans
LOC_Os08g38990	WRKY
LOC_Os02g45850	ABI3-VP1
LOC_Os06g15330	C2C2-CO-like
LOC_Os12g23090	NAC
LOC_Os06g30090	bHLH
LOC_Os03g08320	ZIM
LOC_Os02g08544	Homeobox
LOC_Os02g35150	C3H
LOC_Os07g43420	MYB
LOC_Os03g26130	MYB
LOC_Os03g47970	ZIM
LOC_Os01g28050	NAC
LOC_Os07g30774	CAMTA
LOC_Os03g18480	MYB
LOC_Os05g25700	WRKY
LOC_Os01g11910	bHLH
LOC_Os04g51320	Trihelix
LOC_Os02g43170	Orphans
LOC_Os12g40960	AP2-EREBP
LOC_Os03g04070	NAC
LOC_Os03g08960	Homeobox
LOC_Os03g55080	WRKY
LOC_Os02g09830	bZIP
LOC_Os01g47560	WRKY
LOC_Os03g42630	NAC
LOC_Os01g46970	bZIP
LOC_Os02g36880	NAC
LOC_Os03g51580	bHLH
LOC_Os08g35670	Orphans
LOC_Os05g40960	G2-like
LOC_Os07g12510	AP2-EREBP
LOC_Os10g41130	AP2-EREBP
LOC_Os03g38870	C2C2-Dof
LOC_Os04g45810	Homeobox
LOC_Os01g21120	AP2-EREBP
LOC_Os02g47660	bHLH
LOC_Os04g50060	GRAS
LOC_Os01g60270	Homeobox
LOC_Os04g41060	C3H
LOC_Os02g32590	HSF
LOC_Os06g45640	CCAAT-HAP5
LOC_Os08g43160	TCP
LOC_Os04g32620	AP2-EREBP
LOC_Os07g26720	Orphans
LOC_Os03g47740	Homeobox
LOC_Os05g46020	WRKY
LOC_Os06g08500	bHLH
LOC_Os02g27060	ARID
LOC_Os05g49620	WRKY
LOC_Os01g13460	bHLH
LOC_Os05g37640	AP2-EREBP
LOC_Os04g56780	Homeobox
LOC_Os12g33070	MYB
LOC_Os08g41950	MADS
LOC_Os02g44370	GRAS
LOC_Os09g04890	PHD
LOC_Os12g34330	PHD
LOC_Os09g22540	JUMONJI
LOC_Os09g21770	PHD
LOC_Os06g08790	PHD
LOC_Os08g02300	NAC
LOC_Os01g10504	MADS
LOC_Os04g45750	Trihelix
LOC_Os05g28320	MYB
LOC_Os05g49210	WRKY
LOC_Os05g29810	AP2-EREBP
LOC_Os10g28340	HSF
LOC_Os01g74410	MYB
LOC_Os02g13310	Homeobox
LOC_Os03g12370	HSF
LOC_Os01g09900	bHLH
LOC_Os04g28160	Orphans
LOC_Os04g31900	CAMTA
LOC_Os07g27670	WRKY
LOC_Os09g35910	Homeobox
LOC_Os01g09990	bHLH
LOC_Os12g40710	bHLH
LOC_Os02g45080	G2-like
LOC_Os02g38470	ABI3-VP1
LOC_Os04g28090	MYB
LOC_Os07g48630	EIL
LOC_Os02g51090	NLP
LOC_Os02g16680	bZIP
LOC_Os10g32600	G2-like
LOC_Os05g48870	ARF
LOC_Os06g17480	CCAAT-HAP3
LOC_Os02g08500	ARR-B
LOC_Os04g23550	bHLH
LOC_Os01g57890	Homeobox
LOC_Os05g34110	G2-like
LOC_Os02g53360	Orphans
LOC_Os04g40140	NAC
LOC_Os02g34970	NAC
LOC_Os01g07880	bZIP
LOC_Os06g14700	MYB-related
LOC_Os02g10860	bZIP
LOC_Os07g27340	NAC
LOC_Os11g09160	ABI3-VP1
LOC_Os02g42850	MYB-related
LOC_Os10g38820	bZIP
LOC_Os11g30370	SBP
LOC_Os06g48610	Orphans
LOC_Os08g45110	AP2-EREBP
LOC_Os01g58760	bZIP
LOC_Os04g43910	ARF
LOC_Os07g06620	C2C2-YABBY
LOC_Os03g51910	bHLH
LOC_Os03g21140	C3H
LOC_Os02g46940	G2-like
LOC_Os01g60520	WRKY
LOC_Os05g35170	NAC
LOC_Os06g17410	C2C2-Dof
LOC_Os04g46350	Homeobox
LOC_Os07g31410	NAC
LOC_Os10g30420	E2F-DP
LOC_Os06g36930	HSF
LOC_Os10g19860	Orphans
LOC_Os12g40630	bHLH
LOC_Os10g02509	BBR/BPC
LOC_Os08g41940	SBP
LOC_Os08g37730	bHLH
LOC_Os04g58020	MYB-related
LOC_Os04g58010	ABI3-VP1
LOC_Os03g47022	Homeobox
LOC_Os08g04190	Homeobox
LOC_Os12g42970	C2C2-GATA
LOC_Os01g18420	MADS
LOC_Os08g43070	bHLH
LOC_Os05g15890	Orphans
LOC_Os12g21850	MADS
LOC_Os11g07700	NAC
LOC_Os01g16810	MYB
LOC_Os09g29930	bHLH
LOC_Os06g06740	MYB
LOC_Os11g04570	GRAS
LOC_Os05g03190	Orphans
LOC_Os07g01820	MADS
LOC_Os02g49970	ZIM
LOC_Os02g02370	MYB
LOC_Os10g41260	MYB-related
LOC_Os01g09720	C2C2-Dof
LOC_Os07g25390	Orphans
LOC_Os01g67650	GRAS
LOC_Os08g37580	Homeobox
LOC_Os06g37410	bHLH
LOC_Os02g07170	G2-like
LOC_Os11g15210	bHLH
LOC_Os02g42870	MYB
LOC_Os02g02820	bHLH
LOC_Os01g50110	MYB
LOC_Os08g40260	SBP
LOC_Os11g02480	WRKY
LOC_Os01g70110	NAC
LOC_Os07g12130	MYB
LOC_Os03g04620	Orphans
LOC_Os02g10360	GRAS
LOC_Os05g47650	AP2-EREBP
LOC_Os05g41166	MYB
LOC_Os03g56090	MYB
LOC_Os03g54160	MADS
LOC_Os06g46270	NAC
LOC_Os01g62920	Homeobox
LOC_Os11g01100	Orphans
LOC_Os01g23770	MADS
LOC_Os01g09930	bHLH
LOC_Os02g51310	TCP
LOC_Os11g24130	Orphans
LOC_Os03g61319	NAC
LOC_Os04g01970	MYB-related
LOC_Os05g03865	bZIP
LOC_Os07g39820	GRAS
LOC_Os10g26620	C2C2-Dof
LOC_Os06g05890	Orphans
LOC_Os05g48690	Trihelix
LOC_Os08g27220	AP2-EREBP
LOC_Os05g49420	bZIP
LOC_Os09g13530	C3H
LOC_Os10g30840	AP2-EREBP
LOC_Os04g44670	AP2-EREBP
LOC_Os06g01670	MYB-related
LOC_Os02g49440	C2C2-Dof
LOC_Os01g18584	WRKY
LOC_Os02g36510	EIL
LOC_Os10g32070	C2C2-GATA
LOC_Os08g10560	CCAAT-HAP5
LOC_Os04g38720	NAC
LOC_Os12g06540	GRAS
LOC_Os01g48446	NAC
LOC_Os10g32900	Orphans
LOC_Os09g38000	NAC
LOC_Os06g12210	bHLH
LOC_Os12g10660	Orphans
LOC_Os02g57650	NAC
LOC_Os02g03580	bZIP
LOC_Os03g55760	G2-like
LOC_Os06g36480	NAC
LOC_Os07g05010	bHLH
LOC_Os01g61720	Orphans
LOC_Os06g07640	MYB-related
LOC_Os05g23670	JUMONJI
LOC_Os03g19020	PHD
LOC_Os08g01420	PHD
LOC_Os05g10770	JUMONJI
LOC_Os12g18150	JUMONJI
LOC_Os07g31450	PHD
LOC_Os10g27390	NAC
LOC_Os01g64700	TUB
LOC_Os02g56140	bHLH
LOC_Os01g47360	C2C2-GATA
LOC_Os08g38780	CCAAT-HAP5
LOC_Os06g36680	Homeobox
LOC_Os02g45770	MADS
LOC_Os10g25220	C3H
LOC_Os07g30130	MYB-related
LOC_Os02g58350	Orphans
LOC_Os02g46610	Orphans
LOC_Os01g09100	WRKY
LOC_Os02g49250	MYB-related
LOC_Os03g57190	TCP
LOC_Os08g09690	CCAAT-HAP2
LOC_Os12g13570	MYB
LOC_Os04g01480	C3H
LOC_Os03g53660	Orphans
LOC_Os05g04640	WRKY
LOC_Os02g52950	GeBP
LOC_Os03g42280	ABI3-VP1
LOC_Os03g55990	Homeobox
LOC_Os03g25430	GeBP
LOC_Os09g36250	MYB
LOC_Os05g04820	MYB
LOC_Os05g14370	WRKY
LOC_Os07g39480	WRKY
LOC_Os06g12360	NLP
LOC_Os01g67830	ABI3-VP1
LOC_Os06g40850	Orphans
LOC_Os07g17180	NAC
LOC_Os04g44280	Orphans
LOC_Os05g37060	MYB
LOC_Os02g10140	bZIP
LOC_Os09g29960	C2C2-Dof
LOC_Os01g13740	G2-like
LOC_Os07g22770	AP2-EREBP
LOC_Os01g47710	Homeobox
LOC_Os12g39990	C2C2-Dof
LOC_Os12g21880	MADS
LOC_Os08g44960	AP2-EREBP
LOC_Os05g05230	Orphans
LOC_Os01g67480	bHLH
LOC_Os01g40670	MYB-related
LOC_Os02g19804	C3H
LOC_Os07g32730	Orphans
LOC_Os06g22670	CPP
LOC_Os02g01380	Trihelix
LOC_Os03g05160	C2C2-GATA
LOC_Os08g15050	Orphans
LOC_Os10g18099	WRKY
LOC_Os04g56150	AP2-EREBP
LOC_Os06g01320	Orphans
LOC_Os02g08070	SBP
LOC_Os02g07450	CCAAT-HAP5
LOC_Os11g04960	NAC
LOC_Os02g52190	bHLH
LOC_Os12g41210	CPP
LOC_Os02g04640	G2-like
LOC_Os07g38410	C2C2-YABBY
LOC_Os01g53980	Orphans
LOC_Os06g09717	AP2-EREBP
LOC_Os03g54170	MADS
LOC_Os12g40730	bHLH
LOC_Os05g04210	MYB
LOC_Os06g43910	ARR-B
LOC_Os07g49210	Orphans
LOC_Os05g43850	TUB
LOC_Os11g45850	WRKY
LOC_Os01g13300	ABI3-VP1
LOC_Os05g36160	bZIP
LOC_Os06g51070	NAC
LOC_Os10g30880	Orphans
LOC_Os07g04170	MADS
LOC_Os03g07830	AP2-EREBP
LOC_Os01g18850	SBP
LOC_Os02g18460	NAC
LOC_Os03g05590	AP2-EREBP
LOC_Os12g02470	WRKY
LOC_Os09g35760	Homeobox
LOC_Os03g03550	bZIP
LOC_Os01g73770	AP2-EREBP
LOC_Os11g31340	NAC
LOC_Os02g51320	bHLH
LOC_Os04g47990	C2C2-Dof
LOC_Os06g07030	AP2-EREBP
LOC_Os09g28354	HSF
LOC_Os03g19375	bZIP
LOC_Os01g54930	VOZ
LOC_Os03g49990	GRAS
LOC_Os10g40740	bHLH
LOC_Os08g33660	MYB
LOC_Os08g36220	Homeobox
LOC_Os03g62470	NAC
LOC_Os03g27080	Orphans
LOC_Os01g48320	Trihelix
LOC_Os07g37920	NAC
LOC_Os01g09760	MYB-related
LOC_Os03g13614	bZIP
LOC_Os03g61110	C3H
LOC_Os02g40510	Orphans
LOC_Os05g49100	WRKY
LOC_Os04g55920	ZIM
LOC_Os09g12770	G2-like
LOC_Os03g04210	Orphans
LOC_Os07g44210	Orphans
LOC_Os11g32100	bHLH
LOC_Os01g46800	WRKY
LOC_Os04g42940	NAC
LOC_Os03g20650	bZIP
LOC_Os07g44800	Orphans
LOC_Os11g02530	WRKY
LOC_Os02g45670	MYB-related
LOC_Os06g33940	NAC
LOC_Os10g26270	NAC
LOC_Os01g09080	WRKY
LOC_Os12g03290	AP2-EREBP
LOC_Os07g36130	CCAAT-HAP5
LOC_Os01g60490	WRKY
LOC_Os08g09810	WRKY
LOC_Os09g29460	Homeobox
LOC_Os02g19640	Orphans
LOC_Os08g33160	ZIM
LOC_Os10g42130	NAC
LOC_Os04g46860	GRAS
LOC_Os05g43960	NAC
LOC_Os06g14670	MYB
LOC_Os12g06080	ABI3-VP1
LOC_Os03g43930	Homeobox
LOC_Os07g12210	EIL
LOC_Os01g48290	C2C2-Dof
LOC_Os10g30690	MYB-related
LOC_Os09g13940	AP2-EREBP
LOC_Os02g40070	AP2-EREBP
LOC_Os02g32040	AP2-EREBP
LOC_Os04g18650	AP2-EREBP
LOC_Os12g38960	C2H2
LOC_Os05g46030	Orphans
LOC_Os02g09910	PHD
LOC_Os11g18770	PHD
LOC_Os11g12650	PHD
LOC_Os02g58210	JUMONJI
LOC_Os03g27250	JUMONJI
LOC_Os10g39720	Homeobox
LOC_Os11g45920	WRKY
LOC_Os12g02400	WRKY
LOC_Os02g34680	C2H2
LOC_Os09g31300	bHLH
LOC_Os08g37400	ZF-HD
LOC_Os02g15760	bHLH
LOC_Os07g05830	ZIM
LOC_Os09g31390	bZIP
LOC_Os04g47080	bHLH
LOC_Os03g47140	GRF
LOC_Os11g04470	NAC
LOC_Os09g35880	Orphans
LOC_Os07g48180	bZIP
LOC_Os01g66030	MADS
LOC_Os07g36460	bHLH
LOC_Os08g01330	NAC
LOC_Os07g47330	AP2-EREBP
LOC_Os08g28950	Orphans
LOC_Os08g19650	Homeobox
LOC_Os03g42370	ABI3-VP1
LOC_Os06g49080	C3H
LOC_Os03g20790	EIL
LOC_Os04g48030	HSF
LOC_Os04g55520	AP2-EREBP
LOC_Os07g49530	MYB-related
LOC_Os05g37050	MYB-related
LOC_Os01g64000	bZIP
LOC_Os04g35500	ZF-HD
