genename	familyname
GRMZM2G165991	Orphans
GRMZM2G126646	Homeobox
GRMZM2G011110	AP2-EREBP
GRMZM2G173771	AP2-EREBP
GRMZM2G370777	MADS
GRMZM2G008691	bHLH
GRMZM2G029323	AP2-EREBP
GRMZM2G042101	bHLH
GRMZM2G361659	E2F-DP
GRMZM2G025989	LBD
GRMZM2G063216	WRKY
GRMZM2G451035	WRKY
GRMZM2G461648	WRKY
GRMZM2G169564	WRKY
GRMZM2G060465	AP2-EREBP
GRMZM2G131516	GRAS
GRMZM2G346113	C3H
GRMZM2G462417	ZF-HD
GRMZM2G162434	MYB
GRMZM2G174834	AP2-EREBP
GRMZM2G464037	C2C2-GATA
GRMZM2G140085	GRAS
GRMZM2G140094	GRAS
GRMZM2G030877	bZIP
GRMZM2G011119	bZIP
GRMZM2G439903	NAC
GRMZM2G328742	ABI3-VP1
GRMZM2G013302	OVATE
GRMZM2G013271	OVATE
GRMZM2G091433	CCAAT-HAP5
GRMZM2G446426	MADS
AC190609.3_FG001	bZIP
GRMZM2G149150	bZIP
GRMZM2G038479	bHLH
GRMZM2G098696	HSF
GRMZM2G125596	ABI3-VP1
GRMZM2G163726	TUB
GRMZM2G488465	Orphans
GRMZM5G850092	Trihelix
GRMZM2G017268	MYB
GRMZM2G144480	bZIP
GRMZM2G174776	CCAAT-HAP5
GRMZM2G027972	WRKY
GRMZM2G071196	Orphans
GRMZM2G460544	SBP
GRMZM2G098557	SBP
GRMZM2G551402	Orphans
GRMZM2G003944	TCP
GRMZM2G089244	MYB
GRMZM2G139760	MYB-related
GRMZM2G123667	NAC
GRMZM2G108959	MYB
GRMZM2G458728	Homeobox
GRMZM2G079365	bZIP
GRMZM2G091656	GRAS
GRMZM2G126148	Trihelix
GRMZM2G046816	TUB
GRMZM2G076896	AP2-EREBP
GRMZM2G017606	"SHI/STY (SRS)"
GRMZM2G064145	DDT
GRMZM2G390691	Aux/IAA
GRMZM2G144398	HMG
GRMZM2G134752	LIM
GRMZM2G178435	SNF2
GRMZM2G156785	HMG
GRMZM2G011624	GNAT
GRMZM2G127548	BSD
GRMZM2G383210	JUMONJI
GRMZM2G142768	Aux/IAA
GRMZM2G107109	JUMONJI
GRMZM2G140524	JUMONJI
GRMZM2G171163	JUMONJI
GRMZM2G027075	JUMONJI
GRMZM2G153150	RBR
GRMZM2G059302	GNAT
GRMZM2G016997	RBR
GRMZM2G125648	HMG
GRMZM2G163671	TRAF
GRMZM2G130505	TRAF
GRMZM2G332809	SWI/SNF-BAF60
GRMZM2G078198	JUMONJI
GRMZM2G118082	TRAF
GRMZM2G590333	MED26
GRMZM2G138427	MYB
GRMZM2G419239	MYB
GRMZM2G067910	Orphans
GRMZM2G125239	GeBP
GRMZM2G053722	Orphans
GRMZM2G038158	WRKY
GRMZM2G085751	bHLH
GRMZM2G164359	C3H
GRMZM2G073788	Orphans
GRMZM2G472589	NLP
GRMZM2G052102	bZIP
GRMZM2G307241	BZR
GRMZM2G040452	Orphans
GRMZM2G318689	Orphans
GRMZM2G056920	C3H
GRMZM2G064328	MYB-related
GRMZM2G336766	bZIP
GRMZM2G146028	AP2-EREBP
GRMZM2G103315	Trihelix
GRMZM2G433591	Homeobox
GRMZM2G168229	SBP
GRMZM2G163813	SBP
GRMZM2G028980	ARF
GRMZM2G119640	C3H
GRMZM2G012262	WHIRLY
GRMZM2G052720	AP2-EREBP
GRMZM2G166041	Homeobox
GRMZM2G166035	Orphans
GRMZM2G155370	Orphans
GRMZM2G065451	SBP
GRMZM2G139372	bHLH
GRMZM2G389768	CSD
AC184831.3_FG005	C2C2-GATA
AC184831.3_FG008	C2C2-GATA
GRMZM5G879778	C2C2-GATA
GRMZM2G019106	bZIP
GRMZM2G069486	BZR
GRMZM2G361611	bZIP
GRMZM2G314882	bHLH
GRMZM2G037128	Trihelix
GRMZM2G144196	Sigma70-like
GRMZM2G384339	HSF
GRMZM2G138421	SBP
GRMZM2G144109	Orphans
GRMZM2G144172	C2C2-Dof
GRMZM2G144188	C2C2-Dof
GRMZM2G110952	Alfin-like
GRMZM2G108694	Orphans
GRMZM2G034253	Orphans
GRMZM2G336533	NAC
GRMZM2G018553	NAC
GRMZM2G302549	MYB
GRMZM2G004356	bHLH
GRMZM2G007063	bZIP
GRMZM2G166049	Orphans
GRMZM2G028813	Orphans
GRMZM2G089361	TCP
AC191251.3_FG005	Rcd1-like
GRMZM2G016756	bHLH
GRMZM5G868875	GeBP
GRMZM2G112548	NAC
GRMZM2G104789	MYB
GRMZM2G386273	bZIP
GRMZM2G033267	Orphans
GRMZM2G084130	C2C2-Dof
GRMZM2G171468	G2-like
GRMZM2G377904	Orphans
GRMZM2G071620	MADS
GRMZM2G553379	MADS
GRMZM2G129817	MYB-related
GRMZM2G460396	Orphans
GRMZM2G147880	WRKY
GRMZM2G065896	ZIM
GRMZM5G853392	GRF
GRMZM2G385543	bHLH
GRMZM2G082343	bHLH
GRMZM2G104342	GRAS
GRMZM2G455869	MYB
GRMZM2G425236	ZF-HD
GRMZM5G833140	Orphans
GRMZM2G114137	C2C2-CO-like
GRMZM2G162405	GeBP
GRMZM2G024973	GRAS
AC190734.2_FG003	TCP
GRMZM5G845366	C3H
GRMZM2G026157	CCAAT-HAP2
GRMZM2G148098	Homeobox
GRMZM2G033612	Orphans
GRMZM2G002225	Homeobox
GRMZM2G079185	LBD
GRMZM2G161411	WRKY
GRMZM2G074124	C2C2-YABBY
GRMZM2G165488	CCAAT-HAP2
GRMZM2G095239	MYB-related
GRMZM5G880069	WRKY
GRMZM2G320754	ABI3-VP1
GRMZM2G019956	ABI3-VP1
GRMZM2G061292	C2C2-Dof
GRMZM2G362627	LBD
GRMZM2G088005	MYB-related
GRMZM2G178767	C2C2-Dof
GRMZM5G853066	MADS
GRMZM2G070523	MYB
GRMZM2G024054	MYB-related
GRMZM2G414159	Trihelix
GRMZM2G063632	ZIM
GRMZM2G582893	CCAAT-HAP2
GRMZM2G074543	C2C2-YABBY
GRMZM2G392823	MYB
GRMZM2G139583	Orphans
GRMZM2G159399	ARF
GRMZM2G018336	ABI3-VP1
GRMZM2G123550	Orphans
GRMZM2G130580	Orphans
GRMZM2G024871	AP2-EREBP
GRMZM2G046438	MYB-related
GRMZM2G139024	E2F-DP
GRMZM2G418031	Orphans
GRMZM5G803812	Homeobox
GRMZM2G350711	TRAF
GRMZM2G385338	PHD
GRMZM2G324162	SWI/SNF-BAF60
GRMZM2G391413	PHD
GRMZM2G470556	TAZ
GRMZM2G054162	JUMONJI
GRMZM2G108716	IWS1/SPN1
GRMZM2G701297	FHA
GRMZM2G152796	Aux/IAA
GRMZM2G431445	GNAT
AC195340.3_FG004	Aux/IAA
GRMZM2G171588	SWI/SNF-BAF60
GRMZM2G077088	SWI/SNF-BAF60
GRMZM2G087482	PHD
GRMZM2G077356	Aux/IAA
GRMZM2G105822	FHA
GRMZM2G408897	PHD
GRMZM2G176723	GNAT
GRMZM2G128421	Aux/IAA
GRMZM2G048281	TRAF
GRMZM2G081221	FHA
GRMZM2G146041	SNF2
GRMZM2G078379	SWI/SNF-BAF60
GRMZM2G006246	FHA
GRMZM2G046021	GNAT
GRMZM2G064775	ZIM
AC197764.4_FG003	ZIM
GRMZM2G173596	ZIM
GRMZM2G341747	Orphans
GRMZM2G158252	Orphans
GRMZM2G161512	MYB
GRMZM2G035405	ARF
GRMZM2G063522	NAC
AC207656.3_FG002	ARF
GRMZM2G477415	Homeobox
GRMZM2G307397	Homeobox
GRMZM2G307400	Homeobox
GRMZM2G058479	ZIM
GRMZM2G317900	ARF
GRMZM2G414805	SBP
GRMZM2G083472	G2-like
GRMZM2G089050	C3H
GRMZM2G342424	bZIP
GRMZM2G133262	ARR-B
GRMZM2G097683	"SHI/STY (SRS)"
GRMZM2G118884	Orphans
GRMZM2G000171	bZIP
GRMZM2G069970	Orphans
GRMZM2G128807	bHLH
AC215909.3_FG001	Orphans
GRMZM2G389557	NAC
GRMZM2G145041	MYB-related
GRMZM2G466292	ARID
GRMZM2G111760	Trihelix
AC215811.3_FG003	Orphans
GRMZM2G088189	MYB
GRMZM5G856837	bHLH
GRMZM2G153144	bZIP
GRMZM2G444748	bZIP
GRMZM2G042278	NLP
GRMZM2G010920	G2-like
GRMZM2G097275	SBP
GRMZM2G102845	ARF
GRMZM2G033138	Homeobox
GRMZM2G062885	Orphans
GRMZM5G829894	Orphans
GRMZM2G322672	AP2-EREBP
GRMZM2G130382	MADS
GRMZM2G017882	PLATZ
GRMZM2G052544	G2-like
GRMZM2G126827	SBP
GRMZM2G334722	Trihelix
GRMZM2G098904	bZIP
GRMZM2G111136	SBP
GRMZM2G148772	Orphans
GRMZM2G472945	TUB
GRMZM2G360455	Orphans
GRMZM2G120320	WRKY
GRMZM2G060485	G2-like
GRMZM2G370332	Homeobox
GRMZM2G070295	PLATZ
GRMZM2G119921	mTERF
GRMZM2G134439	Trihelix
GRMZM2G145444	MYB
GRMZM2G079653	AP2-EREBP
GRMZM2G080111	bZIP
GRMZM2G426140	Homeobox
GRMZM2G137046	bZIP
GRMZM2G085678	AP2-EREBP
GRMZM2G143433	GRAS
GRMZM2G029979	bZIP
GRMZM2G323553	PLATZ
GRMZM2G156621	SBP
GRMZM2G065506	GeBP
GRMZM2G388148	CPP
GRMZM2G073258	AP2-EREBP
GRMZM2G073836	MYB
GRMZM2G073826	MYB-related
GRMZM2G048450	WRKY
GRMZM2G172376	Orphans
GRMZM2G064638	bHLH
GRMZM2G442404	Orphans
GRMZM2G155816	NAC
GRMZM2G158313	bZIP
GRMZM2G477238	G2-like
GRMZM2G369018	BZR
GRMZM2G105348	HSF
GRMZM5G863198	bHLH
GRMZM2G005301	AP2-EREBP
GRMZM2G047918	AP2-EREBP
GRMZM2G161435	Homeobox
GRMZM2G119623	Orphans
GRMZM2G170559	bHLH
GRMZM2G031983	C2C2-GATA
GRMZM2G373887	Orphans
GRMZM2G024976	ARID
GRMZM2G073272	WRKY
GRMZM2G102560	Orphans
GRMZM2G395850	mTERF
GRMZM2G179802	HSF
GRMZM2G016434	AP2-EREBP
GRMZM2G047999	AP2-EREBP
AC212823.4_FG003	MADS
GRMZM2G059851	HSF
AC233850.1_FG005	E2F-DP
GRMZM2G092609	bZIP
GRMZM2G037823	Trihelix
GRMZM2G043250	FAR1-like
GRMZM2G119133	MYB-related
GRMZM5G839969	MADS
GRMZM5G885700	C2H2
GRMZM2G094067	NAC
GRMZM5G849788	C3H
GRMZM2G702026	ARF
GRMZM2G087040	AP2-EREBP
GRMZM2G063864	Alfin-like
GRMZM5G839518	bHLH
GRMZM2G380094	Trihelix
GRMZM2G052699	Orphans
GRMZM2G105400	Orphans
GRMZM2G404769	E2F-DP
GRMZM2G023988	C2H2
GRMZM2G328814	MYB-related
GRMZM2G040481	EIL
GRMZM2G146380	NAC
GRMZM2G001223	MYB
GRMZM2G316366	MADS
GRMZM2G044359	Orphans
GRMZM2G038073	NAC
GRMZM5G834874	ABI3-VP1
GRMZM2G408012	GRAS
GRMZM2G024550	mTERF
GRMZM2G095299	Orphans
GRMZM2G117108	FAR1-like
GRMZM2G106653	FAR1-like
GRMZM2G021777	C2C2-CO-like
GRMZM2G366434	AP2-EREBP
GRMZM2G148453	Orphans
GRMZM2G027697	MYB
GRMZM2G111504	bZIP
GRMZM2G095904	MYB
GRMZM2G098474	Orphans
GRMZM2G178603	TCP
GRMZM2G139765	AP2-EREBP
GRMZM2G180086	JUMONJI
GRMZM5G834758	HMG
GRMZM2G466270	PHD
GRMZM2G163849	SNF2
GRMZM2G305124	PHD
GRMZM2G524937	SWI/SNF-BAF60
GRMZM2G139977	TAZ
GRMZM2G479325	GNAT
GRMZM2G431291	SNF2
GRMZM2G451806	BSD
GRMZM2G060253	HMG
GRMZM2G121309	Aux/IAA
GRMZM2G090213	"p15 (PC4
GRMZM2G337749	DDT
GRMZM2G121115	TAZ
GRMZM2G170034	LIM
GRMZM2G170049	MYB
GRMZM2G040924	MYB
GRMZM2G529859	C2C2-YABBY
GRMZM2G315140	NAC
GRMZM2G140669	C2C2-GATA
GRMZM2G110541	Orphans
GRMZM2G169580	Trihelix
GRMZM2G117164	Homeobox
GRMZM2G466044	AP2-EREBP
GRMZM2G057386	AP2-EREBP
GRMZM5G842961	AP2-EREBP
GRMZM2G041839	AP2-EREBP
GRMZM5G816314	AP2-EREBP
GRMZM2G071468	MYB-related
GRMZM2G110579	GRAS
GRMZM2G106185	G2-like
GRMZM2G171852	C2C2-Dof
GRMZM2G434203	AP2-EREBP
GRMZM2G137341	AP2-EREBP
GRMZM2G037200	C3H
GRMZM2G045977	GRF
GRMZM2G041761	OVATE
GRMZM5G833032	MYB-related
GRMZM2G160565	MADS
GRMZM2G024948	ABI3-VP1
GRMZM2G029850	MYB-related
GRMZM2G057907	Orphans
GRMZM2G169000	Orphans
GRMZM2G111146	bHLH
GRMZM2G004548	PLATZ
GRMZM2G060834	G2-like
GRMZM5G823157	WRKY
AC233960.1_FG005	bHLH
AC233960.1_FG003	G2-like
GRMZM2G034876	GRF
GRMZM2G115701	TUB
GRMZM2G101350	bHLH
AC204212.4_FG001	MYB-related
GRMZM2G417229	ZF-HD
GRMZM2G140694	C2C2-Dof
AC216731.3_FG001	bHLH
GRMZM2G421899	ARID
GRMZM2G382345	Orphans
GRMZM2G075562	C2C2-CO-like
GRMZM2G394941	C2C2-Dof
GRMZM2G011789	CCAAT-DR1
GRMZM2G020305	CCAAT-DR1
GRMZM2G317450	bHLH
GRMZM2G020799	bZIP
GRMZM2G041991	C2C2-CO-like
GRMZM2G044408	MADS
GRMZM5G885274	GRAS
GRMZM2G151223	Orphans
GRMZM2G378665	E2F-DP
GRMZM2G105641	NLP
GRMZM2G100593	NAC
GRMZM2G077755	TCP
GRMZM2G130459	AP2-EREBP
GRMZM2G036092	bHLH
GRMZM2G017355	mTERF
GRMZM2G017429	mTERF
GRMZM2G158854	mTERF
GRMZM2G055204	AP2-EREBP
GRMZM2G159547	MYB
GRMZM2G045883	bHLH
GRMZM2G161146	mTERF
GRMZM2G046885	MADS
GRMZM2G103085	AP2-EREBP
GRMZM2G479760	bZIP
GRMZM2G021369	AP2-EREBP
GRMZM2G174240	GeBP
GRMZM2G083886	GeBP
GRMZM2G145690	Homeobox
GRMZM2G134552	Orphans
GRMZM5G857944	CCAAT-HAP2
GRMZM2G049194	MYB-related
GRMZM5G893117	Orphans
GRMZM2G333565	Homeobox
GRMZM2G110333	AP2-EREBP
GRMZM5G848185	MYB-related
GRMZM2G479110	ARR-B
GRMZM2G180430	DBP
GRMZM2G030744	bHLH
GRMZM2G163200	C2C2-GATA
GRMZM5G857701	NAC
GRMZM2G379167	MYB-related
GRMZM2G034362	Orphans
GRMZM2G445944	TCP
GRMZM2G073892	bZIP
GRMZM2G137387	MADS
GRMZM2G480621	CCAAT-HAP3
GRMZM2G149958	MYB
GRMZM2G149940	ABI3-VP1
GRMZM2G040115	Orphans
GRMZM2G040736	Orphans
GRMZM2G078274	ARF
GRMZM2G081445	Trihelix
GRMZM2G071034	C3H
GRMZM2G035370	G2-like
GRMZM2G034840	ARF
GRMZM2G047448	Homeobox
GRMZM2G348909	Orphans
GRMZM2G056572	Orphans
GRMZM2G036297	SBP
GRMZM2G067463	AP2-EREBP
GRMZM2G386362	GRAS
GRMZM2G086573	AP2-EREBP
GRMZM2G086920	ZIM
GRMZM2G443903	Orphans
GRMZM2G174784	AP2-EREBP
GRMZM2G174917	AP2-EREBP
GRMZM2G131961	bZIP
GRMZM2G159161	Orphans
GRMZM2G001289	Homeobox
GRMZM2G337011	MYB-related
GRMZM2G156977	NAC
GRMZM2G080054	bHLH
GRMZM2G005155	MADS
GRMZM2G045331	Rcd1-like
GRMZM2G068967	AP2-EREBP
GRMZM2G111232	Orphans
GRMZM2G071907	WRKY
GRMZM2G156348	Trihelix
GRMZM2G041223	GRF
GRMZM2G125704	G2-like
GRMZM2G180190	FLO/LFY
GRMZM2G024898	WRKY
GRMZM2G038722	MYB
GRMZM2G014534	MYB-related
GRMZM2G131280	PLATZ
GRMZM2G479665	Orphans
GRMZM2G421256	MYB-related
GRMZM2G102059	ABI3-VP1
GRMZM2G109869	GRAS
GRMZM2G164428	OVATE
GRMZM2G042756	AP2-EREBP
GRMZM2G368838	AP2-EREBP
GRMZM2G069525	G2-like
GRMZM2G057131	NLP
GRMZM2G172795	bHLH
GRMZM5G825321	GRAS
GRMZM2G172936	AP2-EREBP
GRMZM2G028969	AP2-EREBP
GRMZM2G105137	MYB
GRMZM2G044752	Homeobox
GRMZM2G475678	AP2-EREBP
GRMZM5G805505	AP2-EREBP
GRMZM2G055180	AP2-EREBP
GRMZM2G320827	Trihelix
GRMZM2G077002	C2C2-GATA
GRMZM2G123387	WRKY
GRMZM2G351330	Homeobox
GRMZM2G016649	Trihelix
GRMZM2G404973	C2C2-GATA
AC234521.1_FG006	TCP
GRMZM2G178998	NAC
GRMZM2G054795	C2C2-YABBY
GRMZM2G013821	HMG
GRMZM2G058292	WD40
GRMZM2G428242	SNF2
GRMZM2G169326	GNAT
GRMZM2G060919	JUMONJI
GRMZM2G045544	PHD
GRMZM2G145594	BSD
GRMZM2G059958	SWI/SNF-SWI3
GRMZM2G046288	GNAT
GRMZM2G030465	Aux/IAA
GRMZM2G079013	LEUNIG
GRMZM2G154437	TRAF
GRMZM2G035325	SWI/SNF-BAF60
GRMZM2G061672	MED7
GRMZM2G106245	GNAT
GRMZM2G117060	SNF2
GRMZM2G145968	HMG
GRMZM2G019863	SWI/SNF-SWI3
GRMZM2G123202	MYB
GRMZM2G026926	AP2-EREBP
GRMZM2G108228	TUB
GRMZM5G808366	ARF
AC212859.3_FG008	NAC
GRMZM2G176677	NAC
GRMZM2G035688	Orphans
GRMZM2G122614	ARF
GRMZM2G081930	NAC
GRMZM2G048295	MYB
GRMZM2G313754	Orphans
AC208663.3_FG002	NAC
GRMZM2G095598	C2C2-CO-like
GRMZM2G135018	MADS
GRMZM2G031398	NLP
GRMZM2G112483	bZIP
GRMZM2G018876	Orphans
GRMZM2G135410	MYB-related
GRMZM2G450445	NAC
GRMZM2G025880	Orphans
GRMZM5G816457	WRKY
GRMZM2G032905	MADS
GRMZM2G032655	MYB
GRMZM2G009892	NAC
GRMZM2G044322	EIL
GRMZM2G471039	MYB-related
GRMZM2G015610	Orphans
GRMZM2G053985	OVATE
GRMZM2G021831	Trihelix
GRMZM2G028608	GRAS
GRMZM2G106108	Orphans
GRMZM2G099144	NAC
GRMZM2G179827	Orphans
GRMZM2G017187	ABI3-VP1
GRMZM2G316840	NAC
GRMZM2G089619	ZF-HD
GRMZM2G420280	GRAS
GRMZM2G147685	bHLH
AC214168.3_FG001	E2F-DP
GRMZM2G055257	OVATE
GRMZM2G056929	S1Fa-like
GRMZM2G002978	Trihelix
GRMZM2G016749	Orphans
GRMZM2G079825	AP2-EREBP
GRMZM2G087059	AP2-EREBP
GRMZM2G145407	ZIM
GRMZM2G303501	Orphans
GRMZM2G143205	CAMTA
AC177924.2_FG001	bHLH
GRMZM2G173521	bHLH
GRMZM2G102583	WRKY
GRMZM2G042893	bHLH
GRMZM2G013612	Orphans
GRMZM2G438260	Homeobox
GRMZM2G060444	Homeobox
GRMZM2G171830	ZIM
GRMZM2G019819	Orphans
GRMZM2G109879	ABI3-VP1
GRMZM2G089010	Orphans
GRMZM2G308046	Orphans
GRMZM2G050590	E2F-DP
GRMZM2G119261	MYB-related
GRMZM2G147623	C3H
GRMZM2G100794	C3H
GRMZM2G147152	MYB-related
GRMZM2G124715	MYB
GRMZM2G065692	Orphans
GRMZM2G003755	Orphans
GRMZM2G416524	TCP
GRMZM5G821024	bZIP
GRMZM2G135446	Orphans
GRMZM2G032478	OVATE
GRMZM2G130131	OVATE
GRMZM2G069028	Homeobox
GRMZM2G045452	Orphans
GRMZM2G025002	C2C2-GATA
GRMZM2G124524	AP2-EREBP
GRMZM2G018436	NAC
GRMZM2G015080	GRAS
GRMZM2G353024	Orphans
GRMZM2G032180	MYB-related
GRMZM2G400559	WRKY
GRMZM2G099593	WRKY
GRMZM2G153675	Orphans
GRMZM5G846506	G2-like
GRMZM2G146283	C2C2-Dof
GRMZM2G166230	BBR/BPC
GRMZM2G047316	Alfin-like
GRMZM2G162739	NAC
GRMZM2G107672	bHLH
GRMZM2G171370	bZIP
GRMZM2G087955	MYB
GRMZM2G090837	MYB
GRMZM2G066638	Orphans
AC203957.3_FG004	bZIP
GRMZM2G111204	Homeobox
GRMZM2G082487	Orphans
GRMZM2G163418	WRKY
GRMZM2G002915	Homeobox
GRMZM2G114681	ZIM
GRMZM2G110242	TCP
GRMZM2G176141	bHLH
GRMZM2G057011	WRKY
GRMZM2G350165	bHLH
GRMZM2G051955	ZF-HD
AC165178.2_FG004	MYB
GRMZM2G088440	TCP
GRMZM2G083759	Orphans
GRMZM2G115859	MYB
GRMZM2G140156	ARID
GRMZM2G148333	AP2-EREBP
GRMZM2G005954	ZIM
GRMZM2G414252	bHLH
GRMZM2G088242	HSF
GRMZM2G134866	GeBP
GRMZM2G366130	Homeobox
GRMZM2G002075	bZIP
GRMZM2G002131	HSF
GRMZM2G138396	AP2-EREBP
GRMZM2G113257	bHLH
GRMZM2G389379	ZF-HD
GRMZM2G015666	bHLH
GRMZM2G041127	Homeobox
GRMZM2G137532	bZIP
GRMZM2G137541	bHLH
GRMZM2G009406	C2C2-Dof
GRMZM2G009478	bHLH
GRMZM2G022162	CCAAT-HAP5
GRMZM2G052671	WRKY
GRMZM2G417597	bHLH
GRMZM2G125934	bZIP
GRMZM2G126018	SBP
GRMZM2G008374	NAC
GRMZM2G083504	bHLH
GRMZM2G061734	SBP
GRMZM2G129034	MADS
GRMZM2G179049	NAC
GRMZM2G178182	bHLH
GRMZM2G180847	bZIP
GRMZM5G847287	MYB-related
GRMZM2G107560	bHLH
GRMZM2G037910	bZIP
AC199782.5_FG003	TCP
GRMZM2G124037	AP2-EREBP
GRMZM2G153268	LIM
GRMZM2G138125	SNF2
GRMZM2G100872	GNAT
GRMZM2G127139	FHA
GRMZM2G148198	SWI/SNF-BAF60
AC233967.1_FG001	SWI/SNF-BAF60
GRMZM5G859148	SWI/SNF-BAF60
GRMZM2G126856	GNAT
GRMZM2G162056	GNAT
GRMZM5G825707	Aux/IAA
GRMZM2G133716	FHA
GRMZM2G403562	DDT
GRMZM2G026556	TRAF
GRMZM2G150608	FHA
GRMZM2G124011	AP2-EREBP
GRMZM2G034113	Homeobox
GRMZM2G422644	Orphans
GRMZM2G080295	"SHI/STY (SRS)"
GRMZM2G367834	Orphans
GRMZM2G050305	MYB
GRMZM2G048582	NLP
GRMZM2G004619	GRF
GRMZM2G087679	mTERF
GRMZM2G113779	SBP
GRMZM2G064655	C2C2-Dof
GRMZM2G311187	Orphans
GRMZM5G821439	GRAS
GRMZM2G046474	Orphans
GRMZM2G163233	bHLH
GRMZM2G142932	bHLH
GRMZM2G415012	Orphans
GRMZM2G166337	MYB
GRMZM2G021610	Orphans
GRMZM2G099622	C3H
GRMZM2G060114	mTERF
GRMZM2G011236	AP2-EREBP
GRMZM2G337892	MADS
AC194970.5_FG002	BZR
GRMZM2G062244	Homeobox
GRMZM2G130773	mTERF
GRMZM2G431309	GRAS
GRMZM2G130854	WRKY
GRMZM2G019060	GRAS
GRMZM2G383841	bHLH
GRMZM2G177110	LBD
GRMZM2G125501	GRAS
AC199820.4_FG006	MYB-related
GRMZM2G180947	CCAAT-DR1
GRMZM2G040349	CCAAT-HAP2
GRMZM2G401809	MYB-related
GRMZM2G101769	ZIM
GRMZM2G064630	MYB
GRMZM2G139284	MYB
GRMZM2G075122	GeBP
GRMZM2G125460	AP2-EREBP
GRMZM2G060109	bZIP
GRMZM2G077500	Orphans
GRMZM2G172210	Orphans
GRMZM2G158717	VOZ
GRMZM2G458437	AP2-EREBP
GRMZM2G359116	OVATE
GRMZM2G172621	ABI3-VP1
GRMZM2G003558	EIL
GRMZM2G176327	MYB
GRMZM5G836628	Orphans
GRMZM2G399598	AP2-EREBP
GRMZM2G033962	Orphans
GRMZM2G425366	GRAS
GRMZM2G342197	Orphans
GRMZM2G171818	bHLH
GRMZM2G106560	WRKY
GRMZM2G172297	bHLH
GRMZM2G333591	E2F-DP
GRMZM2G414114	TCP
GRMZM2G105317	CCAAT-HAP5
GRMZM2G099862	GRF
GRMZM2G053713	Orphans
GRMZM2G318412	Homeobox
GRMZM2G303463	bHLH
GRMZM2G070371	GRAS
GRMZM2G003182	Sigma70-like
GRMZM2G008898	bHLH
GRMZM2G025014	C3H
GRMZM5G878490	MADS
GRMZM5G864266	Orphans
AC207888.3_FG009	LBD
GRMZM2G398758	MYB-related
GRMZM2G096016	CCAAT-HAP2
GRMZM2G020805	TCP
GRMZM2G148693	MADS
GRMZM2G173882	G2-like
GRMZM2G146688	AP2-EREBP
GRMZM2G452178	Homeobox
GRMZM5G803888	NAC
GRMZM5G871347	WRKY
AC233880.1_FG006	NLP
GRMZM2G087804	G2-like
GRMZM2G475305	NLP
GRMZM2G475263	ARF
GRMZM2G148723	bHLH
GRMZM2G470307	MYB
GRMZM2G169973	OVATE
GRMZM2G142179	AP2-EREBP
GRMZM2G166642	bHLH
AC205574.3_FG006	TCP
AC233853.1_FG002	bZIP
GRMZM2G133168	AP2-EREBP
GRMZM5G834596	Orphans
GRMZM5G852801	BZR
GRMZM2G397755	bHLH
GRMZM2G468479	MYB-related
GRMZM2G378490	C2C2-Dof
GRMZM2G001875	MYB
GRMZM2G166721	NAC
GRMZM2G371176	Orphans
GRMZM2G475984	WRKY
GRMZM2G176489	WRKY
GRMZM2G099461	CCAAT-HAP5
GRMZM2G151444	WRKY
GRMZM2G083374	FAR1-like
GRMZM5G868061	BZR
GRMZM2G348238	G2-like
GRMZM2G413113	Orphans
GRMZM2G039828	bZIP
AC233943.1_FG002	LBD
GRMZM2G052377	MYB
GRMZM2G163291	MYB-related
GRMZM2G088443	bHLH
GRMZM2G020772	MYB
GRMZM2G320549	MADS
GRMZM2G478501	CCAAT-DR1
GRMZM2G129777	AP2-EREBP
GRMZM2G132693	LBD
GRMZM2G162709	MYB
GRMZM2G026643	Homeobox
GRMZM2G075320	Orphans
GRMZM2G112629	bHLH
GRMZM2G169947	bHLH
GRMZM2G062650	NAC
EF517601.1_FG010	GeBP
GRMZM2G069009	C3H
GRMZM2G086994	C3H
GRMZM2G064541	NAC
GRMZM2G089949	C2C2-Dof
GRMZM2G119828	Orphans
GRMZM2G416708	MYB-related
GRMZM2G111731	MYB
GRMZM2G083239	MYB
GRMZM2G162284	HMG
GRMZM2G181158	PHD
GRMZM2G102625	SNF2
GRMZM2G323828	MED26
GRMZM2G052416	SWI/SNF-BAF60
GRMZM2G141258	SNF2
GRMZM5G875676	GNAT
GRMZM2G003043	RBR
GRMZM2G170161	BSD
GRMZM2G000936	TRAF
GRMZM2G391164	FHA
GRMZM2G052985	TRAF
GRMZM2G177165	SNF2
GRMZM2G077197	TRAF
GRMZM2G104176	Aux/IAA
GRMZM2G158194	PHD
GRMZM2G004696	Aux/IAA
GRMZM5G836028	RBR
GRMZM2G100881	MED26
GRMZM2G070264	SNF2
GRMZM2G013378	BSD
GRMZM2G460869	MYB
GRMZM2G463525	C2C2-Dof
GRMZM2G301642	MYB-related
GRMZM2G160136	bZIP
GRMZM2G017520	MYB
GRMZM2G115960	bHLH
GRMZM2G327349	WRKY
GRMZM2G133646	SBP
GRMZM2G158700	MYB
GRMZM2G087741	Homeobox
GRMZM2G051256	MYB
GRMZM2G396825	G2-like
GRMZM2G169382	AP2-EREBP
GRMZM5G818655	Trihelix
GRMZM2G165788	Orphans
GRMZM2G052616	C2C2-GATA
GRMZM2G001426	GRAS
GRMZM2G173734	Orphans
