genename	familyname
PTSo00269.1	Orphans
SCUTAM2115A03.g	GRAS
PTSo01062.1	ZIM
SCCCLR2C03H07.g	MADS
SCUTLR2030B08.g	bHLH
SCACLB1048D06.g	MYB
PTSo00331.1	C3H
SCRFFL4006A09.g	AP2-EREBP
SCRLRZ3040F11.g	C2C2-YABBY
SCCCFL4003D09.g	ABI3-VP1
SCJFRZ1006D09.g	Homeobox
SCQGFL3058A02.g	TUB
SCEZRZ3051H10.g	AP2-EREBP
SCQSRT1035F04.g	bHLH
SCJFST1017B02.g	TUB
SCVPRT2076E10.g	AP2-EREBP
SCVPAM1059D02.g	TUB
SCRURT2012D03.g	bZIP
PTSo00827.1	MYB-related
SCBGAD1027A11.g	ARF
PTSo01172.1	bZIP
SCACLR1130H08.g	C2C2-YABBY
PTSo01084.1	ZIM
PTSo00899.1	NAC
SCCCLR1C07F08.g	Orphans
PTSo00533.1	GRAS
SCRLFL1011F10.g	Orphans
SCCCLR1C04H01.g	NAC
SCCCLR1C04A01.g	Homeobox
PTSo00403.1	Orphans
SCQGLR1062D05.g	SBP
SCQGRT1043E05.g	bZIP
PTSo01150.1	bZIP
SCAGLR1064B08.g	AP2-EREBP
PTSo00992.1	TUB
SCEZRZ1015E08.g	bHLH
SCCCST2004E07.g	GRAS
PTSo00100.1	ARF
PTSo01141.1	bZIP
PTSo01074.1	ZIM
SCCCCL4008E11.g	AP2-EREBP
SCAGSD2042D08.g	Orphans
SCEZAM1081C11.g	MYB
PTSo00123.1	ARF
PTSo01059.1	ZIM
SCAGST3141B07.g	WRKY
SCMCCL6052E02.g	NAC
SCACSB1125H12.g	CPP
SCEPCL6023G09.g	G2-like
PTSo00338.1	C3H
SCCCLR1077F09.g	Orphans
PTSo00285.1	C2C2-GATA
SCSBAD1083E01.g	MYB-related
PTSo01068.1	ZIM
PTSo00006.1	ABI3-VP1
SCVPRZ2040C12.g	bZIP
SCCCFL8002D05.g	MADS
PTSo00855.1	MYB-related
SCBGLR1116H02.g	C2C2-Dof
SCEQAM2039A10.g	GRAS
SCCCLR1068F01.g	GeBP
SCQGLR1088A06.g	ZIM
SCSGAM1094E09.g	C2H2
PTSo00434.1	CCAAT
SCCCCL3005D10.b	Orphans
SCBFAM2120A10.g	MYB-related
SCACLR1036E09.g	WRKY
PTSo01050.1	ZIM
SCQGST1030G10.g	GeBP
PTSo00845.1	MYB-related
SCQGST1029H07.g	GRAS
PTSo00400.1	Orphans
SCCCHR1004B08.g	Homeobox
SCQSST3116B02.g	bHLH
SCJFAD1013B08.b	AP2-EREBP
SCEQRT1030H12.g	MYB
PTSo00334.1	C3H
SCCCRZ1004B06.g	AP2-EREBP
PTSo00091.1	AP2-EREBP
PTSo00128.1	ARF
SCCCLR1068F02.g	CPP
PTSo00023.1	ABI3-VP1
SCJFRZ3C03E04.g	WRKY
SCCCCL4004G08.g	Orphans
SCBGRT3013F10.g	MYB
PTSo00498.1	G2-like
SCAGAD1076G06.g	bHLH
PTSo00013.1	ABI3-VP1
SCBFRZ2018G09.g	MYB-related
SCCCFL4092A07.g	NAC
SCBGLR1003E02.g	C2C2-Dof
SCCCLR1048E10.g	MYB-related
SCBFRZ2016C07.g	G2-like
SCSBSD1029A06.g	MADS
SCJLRT1021A10.g	bHLH
SCEQRT2097C12.g	bZIP
SCJFST1014E05.g	C3H
SCSGST1071C02.g	AP2-EREBP
SCCCRZ1001B02.g	ABI3-VP1
SCUTSD1086G04.g	Homeobox
PTSo01060.1	ZIM
SCAGLR1043F09.g	WRKY
SCEPRZ1009B03.g	bZIP
PTSo00396.1	C3H
SCBFRT3092F02.g	C2H2
PTSo00843.1	MYB-related
PTSo00893.1	NAC
SCSBAD1085B04.g	MYB
SCEZAM1083H04.g	ZF-HD
PTSo00268.1	Orphans
SCBGSD1050A02.g	Homeobox
SCBFRZ2016H06.g	AP2-EREBP
SCCCLB1024B02.g	ZIM
PTSo00532.1	GRAS
PTSo00791.1	MADS
PTSo01103.1	bHLH
PTSo00374.1	C3H
SCVPCL6063H01.g	Homeobox
PTSo00263.1	BZR
SCRFAM2071F05.g	G2-like
PTSo00778.1	MADS
SCEZFL5085D06.g	Orphans
SCJFRZ2009D12.g	WRKY
SCBGLR1119B09.g	GRAS
SCQGLR2017H08.g	ABI3-VP1
SCACAM1071D04.g	HSF
SCVPRZ3030F10.g	Trihelix
SCJFRZ2012A04.g	C3H
SCUTAM2112A06.g	Orphans
SCEQRT2095E01.g	Homeobox
SCBGST3108E12.g	MYB
PTSo00341.1	C3H
SCSGLR1084D12.g	EIL
PTSo00127.1	ARF
PTSo00437.1	CPP
PTSo01174.1	bZIP
SCUTFL1055E01.g	C3H
SCEQLB1067E03.g	Orphans
PTSo00851.1	MYB-related
SCEQRT1024G08.g	NAC
SCCCRT2002D06.g	bZIP
SCCCLR1022C07.g	Homeobox
SCRLAD1136C12.g	C2C2-Dof
PTSo00460.1	EIL
SCCCCL4014A04.g	NAC
PTSo01049.1	WHIRLY
SCMCLB2082D05.g	NAC
SCRLLR1131B01.g	bZIP
SCEQRZ3093H01.g	Homeobox
SCUTLR1037G08.g	SBP
PTSo00026.1	ABI3-VP1
SCRFAM2128G12.g	GRAS
SCVPAM1058H01.g	MYB-related
PTSo00328.1	C3H
SCJLRZ1019A02.g	MYB
PTSo00112.1	ARF
SCEZLB1014A08.g	Homeobox
SCCCCL3120C07.g	G2-like
PTSo00271.1	Orphans
PTSo00387.1	C3H
SCEZRT2023C02.g	ABI3-VP1
PTSo00507.1	G2-like
PTSo00784.1	MADS
SCBGRT1056B06.g	MYB
PTSo00902.1	NAC
PTSo01056.1	ZIM
SCJLRZ1024E12.g	G2-like
PTSo00835.1	MYB-related
PTSo00547.1	GRAS
PTSo00442.1	CPP
PTSo00279.1	C2C2-Dof
PTSo01081.1	ZIM
SCJLRZ3078D11.g	AP2-EREBP
SCQSLB1052C08.g	bHLH
SCCCCL5002E07.g	HSF
PTSo00884.1	NAC
SCSGLR1025B04.g	WRKY
PTSo00897.1	NAC
SCCCLR1024F10.g	ARF
PTSo00001.1	ABI3-VP1
PTSo00101.1	ARF
PTSo00104.1	ARF
PTSo00737.1	JUMONJI
PTSo00934.1	PHD
PTSo00922.1	PHD
SCRLAM1013A05.g	PHD
SCJLAM1062H06.g	JUMONJI
PTSo00925.1	PHD
PTSo00941.1	PHD
PTSo00916.1	PHD
PTSo00940.1	PHD
PTSo01085.1	ZIM
SCCCRZ3001B03.g	MYB
SCVPCL6044F03.g	AP2-EREBP
SCJLRT1022F03.g	C3H
SCJFLR1073F10.g	CCAAT
SCJLRT1023A09.g	TCP
SCCCCL4017E11.g	C3H
SCJFLR1035B03.g	ARR-B
SCCCST3001F10.g	GRAS
SCEPLB1042B08.g	Orphans
PTSo00296.1	C2C2-YABBY
SCJLLR1033C06.g	MYB-related
SCBFSB1048A12.g	SBP
SCAGRT2041D10.g	MYB
SCQGLR1062E10.g	GRAS
SCBGLB2012G03.g	NAC
PTSo00405.1	CCAAT
SCRFRZ3056F07.g	bZIP
SCJLST1027H09.g	Orphans
SCCCLR1C08C11.g	ZF-HD
SCEPRT2043E06.g	ARF
PTSo00771.1	MADS
SCQGRT3042B03.g	NAC
PTSo00126.1	ARF
SCEPRZ1010B10.g	Homeobox
PTSo00011.1	ABI3-VP1
SCQSSB1055E03.g	MYB-related
SCACLR2022D03.g	AP2-EREBP
PTSo01095.1	bHLH
SCCCRT1C05E01.g	bHLH
SCEQRT2028G08.g	G2-like
SCBGST3108C08.g	MYB-related
SCBFRZ2016C02.g	AP2-EREBP
SCEZLB1007H01.g	TUB
PTSo00076.1	AP2-EREBP
SCQGRT1041A07.g	NLP
PTSo00301.1	C2H2
PTSo00036.1	AP2-EREBP
SCSGST1071B12.g	Orphans
SCCCLR1C05E08.g	Orphans
SCVPLR2012C06.g	C2C2-CO-like
SCMCCL6053A05.g	GRAS
SCRLAM1010D08.g	Homeobox
SCJFRZ2010A05.g	Homeobox
SCEZLB1006E02.g	Homeobox
PTSo01162.1	bZIP
SCCCRZ2001E12.g	bHLH
PTSo00505.1	MYB-related
SCSFSB1102A01.g	Orphans
PTSo01051.1	ZIM
SCEQLR1050C04.g	GRAS
SCSBSB1051F11.g	Homeobox
SCJLFL3013A09.g	C3H
PTSo00390.1	C3H
PTSo00842.1	MYB-related
SCRLAM1006A02.g	E2F-DP
PTSo00003.1	ABI3-VP1
SCACLR1129E10.g	AP2-EREBP
SCEZHR1083C04.g	Trihelix
SCBGLR1002E06.g	ZIM
SCRFAM2074G09.g	WRKY
PTSo00474.1	MYB-related
SCQSAD1055F01.g	Homeobox
SCSBRT3038A11.g	GRAS
PTSo00542.1	GRAS
PTSo00113.1	ARF
SCMCRT2104E02.g	Orphans
PTSo00886.1	NAC
SCUTST3130A02.g	SBP
PTSo00290.1	C2C2-YABBY
SCEQRT2096D09.g	Orphans
SCUTST3086B02.g	AP2-EREBP
PTSo00336.1	C3H
SCEQLB1067H07.g	GRAS
PTSo00539.1	GRAS
SCRUFL1024C04.g	ABI3-VP1
PTSo00114.1	ARF
PTSo01157.1	bZIP
SCEPAM1021E09.g	NAC
PTSo00475.1	G2-like
PTSo00283.1	C2C2-Dof
PTSo00411.1	CCAAT
PTSo00108.1	ARF
PTSo01139.1	bZIP
PTSo00444.1	CPP
PTSo00311.1	C2H2
PTSo00333.1	C3H
PTSo00535.1	GRAS
SCJLRZ1019D02.g	Orphans
SCSBRZ3117C06.g	HSF
SCEZHR1047E04.g	MYB
PTSo00896.1	NAC
SCQSLR1040E10.g	C2H2
PTSo01067.1	ZIM
SCCCRZ2003E12.g	bZIP
PTSo00397.1	C3H
PTSo00392.1	C3H
SCVPFL1136G10.g	bHLH
SCQSLB1050C05.g	MYB
SCQSFL3031C01.g	C3H
SCSFLR2009D11.g	C2C2-Dof
PTSo00337.1	C3H
PTSo00115.1	ARF
SCJFRZ2015F02.g	MYB
SCEZSD1083D07.g	WRKY
SCAGFL3024A05.g	MADS
PTSo00369.1	C3H
PTSo00262.1	BZR
SCCCLR2001A01.g	AP2-EREBP
SCCCCL3120G09.g	C2C2-GATA
SCJFRT1009A08.g	NAC
PTSo00887.1	NAC
SCBGLR1027H03.g	bZIP
PTSo00863.1	MYB-related
SCSBFL1035G03.g	Homeobox
SCCCLR1C03D02.g	C3H
SCEZRZ1014F06.g	C3H
SCEZLR1009B04.g	CPP
SCJLRT1023F12.g	C2C2-Dof
PTSo01058.1	ZIM
PTSo00276.1	Orphans
PTSo00054.1	AP2-EREBP
SCEQRT1029A09.g	C2H2
SCMCRT2103D04.g	MYB-related
SCQSFL1127E12.g	bHLH
SCRFRZ3058A08.g	Homeobox
PTSo00558.1	Orphans
SCRFFL5035B04.g	CCAAT
SCCCCL7001A04.g	C2C2-YABBY
PTSo01035.1	VOZ
PTSo00484.1	G2-like
SCRFLR1012A11.g	bHLH
SCRLRT3031B06.g	MYB-related
PTSo01033.1	VOZ
SCSFRT2072F01.g	MYB
SCEPRZ1011E02.g	Orphans
SCEPRZ3129C11.g	MADS
PTSo00278.1	Orphans
SCACLR1126A02.g	SBP
PTSo01039.1	WRKY
SCCCLR1067G09.g	AP2-EREBP
PTSo00093.1	AP2-EREBP
PTSo00910.1	NLP
SCEPRT2044H06.g	bZIP
SCEQRT1028C07.g	Orphans
PTSo00426.1	CCAAT
PTSo00281.1	C2C2-Dof
SCJLST1022H03.g	C3H
SCCCLR1078A10.g	Orphans
SCVPST1060B05.g	Homeobox
SCAGLR2018G01.g	ZIM
PTSo00129.1	ARF
SCMCAM2083B05.g	Homeobox
SCEQRT1024G02.g	Homeobox
SCEQLR1093A06.g	bZIP
PTSo00038.1	AP2-EREBP
SCBGRT1055F01.g	Orphans
PTSo01063.1	ZIM
PTSo00121.1	ARF
PTSo00829.1	MYB-related
SCEPCL6018C11.g	Orphans
SCVPRZ2036C12.g	bZIP
PTSo00051.1	AP2-EREBP
PTSo00381.1	C3H
SCEQRT2026B09.g	BZR
SCRFFL5041G06.g	Homeobox
SCCCLR1048C08.g	C3H
SCCCFL1001D01.g	Homeobox
SCBGSB1025D08.g	MYB
SCEQRT1030A02.g	SBP
SCJLLR1054D12.g	GRAS
SCRLAM1005E03.g	SBP
PTSo00402.1	Orphans
PTSo00890.1	NAC
PTSo01007.1	TUB
SCCCRZ1001H05.g	bHLH
SCCCLR1C05B03.g	MYB
SCJFLR1035H06.g	ZIM
PTSo00555.1	Orphans
PTSo01008.1	TUB
SCJLAM2091B03.g	ARID
SCCCCL3002C01.b	AP2-EREBP
SCCCSD1096H12.g	bZIP
PTSo00052.1	AP2-EREBP
SCCCRT1002D01.g	AP2-EREBP
SCCCLR1024D06.g	WRKY
SCJLRT1006C05.g	AP2-EREBP
SCEZRZ1016C02.g	TUB
SCCCCL4007D12.g	NAC
SCAGAM2124B03.g	ABI3-VP1
SCJLAM2091B07.g	MYB-related
SCEZHR1087B05.g	Homeobox
SCJFAM1065C07.b	TUB
PTSo00292.1	C2C2-YABBY
SCCCCL3120H07.g	Orphans
SCUTHR1065C05.g	C2C2-YABBY
SCUTLR1058A01.g	Homeobox
SCRFHR1008G04.g	PHD
PTSo00917.1	PHD
SCJLRZ1027F07.g	JUMONJI
PTSo00837.1	MYB-related
SCBFAD1046D01.g	bHLH
SCCCCL7002A04.g	AP2-EREBP
SCEPCL6018H07.g	GRAS
SCRLAM1009H06.g	bHLH
PTSo00536.1	GRAS
SCSGFL5C05G12.g	Alfin-like
SCSGFL4194F09.g	bZIP
SCCCRZ2C04A05.g	Orphans
SCACLB1046H03.g	MYB-related
SCCCFL1003C01.g	SBP
PTSo00284.1	C2C2-Dof
PTSo00347.1	C3H
SCEPFL3087E10.g	Homeobox
PTSo00015.1	ABI3-VP1
PTSo01073.1	ZIM
SCSGAM2076A07.g	bHLH
SCCCLB2008B11.g	ABI3-VP1
SCQSRT1034F10.g	AP2-EREBP
SCJLRT1020F01.g	C2C2-Dof
PTSo00530.1	GRAS
PTSo01061.1	ZIM
SCEQRT2091B01.g	Homeobox
SCCCLR1079H06.g	Alfin-like
SCUTSB1031G10.g	Homeobox
PTSo00394.1	C3H
PTSo00429.1	CCAAT
PTSo00447.1	E2F-DP
PTSo01076.1	ZIM
SCRFLR2037F05.g	WRKY
SCMCCL6049H11.g	WRKY
SCEZRZ1012H10.g	Homeobox
SCJLRT1015D07.g	MADS
SCJFRT1011E05.b	bZIP
SCEQRT1031E06.g	NAC
PTSo01023.1	TUB
SCJLFL1047A09.g	Homeobox
PTSo00286.1	C2C2-GATA
PTSo00270.1	Orphans
SCSFHR1043F12.g	AP2-EREBP
PTSo01147.1	bZIP
SCBGLR1002A09.g	AP2-EREBP
PTSo00130.1	ARF
SCEZRZ1012A11.g	MYB-related
SCQGAM2028E09.g	NAC
PTSo00280.1	C2C2-Dof
SCEZRT2019E05.g	NAC
SCRLCL6031C08.g	NAC
SCCCLB1022H05.g	ABI3-VP1
PTSo00424.1	CCAAT
SCRFAM1025C02.g	ABI3-VP1
PTSo00427.1	CCAAT
SCUTFL1059E01.g	AP2-EREBP
PTSo00110.1	ARF
SCEPAM1017F06.g	MYB
PTSo00496.1	G2-like
PTSo01086.1	ZIM
PTSo00889.1	NAC
SCQGLR1085G10.g	MADS
PTSo00416.1	CCAAT
PTSo00556.1	GRF
PTSo00007.1	ABI3-VP1
PTSo00537.1	GRAS
SCJLFL4183C08.g	AP2-EREBP
SCJFAM1067C06.g	SBP
PTSo00391.1	C3H
SCBGST3111F08.g	TUB
SCEZAM2058F10.g	Orphans
PTSo00903.1	NAC
SCEZLB1007B12.g	ZIM
PTSo01133.1	bZIP
SCJFRZ2027A06.g	G2-like
PTSo00531.1	GRAS
SCEQSB1C11G12.g	MYB
SCQGLR2025A07.g	WRKY
PTSo00406.1	CCAAT
SCCCFL5093H10.g	E2F-DP
PTSo00258.1	Alfin-like
PTSo01045.1	WRKY
SCQGLR2025E03.g	WRKY
SCEZHR1086A06.g	NAC
PTSo00850.1	MYB-related
SCCCLR2002B05.g	WRKY
SCSGST1072F10.g	WRKY
SCRLRZ3042H10.g	AP2-EREBP
PTSo00508.1	G2-like
PTSo00120.1	ARF
SCSFRT2072D04.g	ZIM
PTSo00443.1	CPP
PTSo00844.1	MYB-related
SCRLLR1059G12.g	MYB
SCVPAM1055F07.g	WRKY
SCMCRT2106G06.g	NAC
SCEZLB1006F03.g	Homeobox
SCBGSD1053B09.g	Orphans
PTSo01163.1	bZIP
PTSo00553.1	GRAS
SCCCLB1002H05.g	C3H
PTSo01011.1	TUB
SCEZHR1087H02.g	GRAS
SCBGLR1118B02.g	Orphans
SCCCST2002F02.g	AP2-EREBP
SCSGFL4C07G09.g	bZIP
SCJFRZ1005H04.g	Orphans
SCJLHR1027E08.g	NAC
PTSo00367.1	C3H
PTSo00477.1	G2-like
SCJFLR1035C07.g	C2C2-GATA
SCEZLB1009B04.g	ARID
SCJFLR1073E10.g	TUB
SCRFAM2128A12.g	MADS
PTSo00569.1	Homeobox
SCCCCL3001F12.b	bHLH
PTSo00422.1	CCAAT
SCMCLR1122H05.g	AP2-EREBP
SCJFLR1056A04.g	MADS
SCEZST3147A10.g	C3H
SCEQAD1017B09.g	C2C2-Dof
PTSo00325.1	C3H
SCBGFL4052C11.g	EIL
PTSo00541.1	GRAS
SCSFLR2031C10.g	AP2-EREBP
PTSo00376.1	C3H
SCCCRZ2003B03.g	bZIP
PTSo00294.1	C2C2-YABBY
PTSo00874.1	MYB-related
SCBFAD1067E05.g	AP2-EREBP
PTSo00291.1	C2C2-YABBY
SCVPCL6044E01.g	GeBP
SCBFRZ3009B07.g	WRKY
SCEZHR1055B01.g	AP2-EREBP
SCEZAM2032A02.g	AP2-EREBP
PTSo00413.1	CCAAT
SCJLLR2013H07.g	AP2-EREBP
SCEPAM1018C05.g	TCP
SCJFRZ2032E08.g	ABI3-VP1
SCCCLR1072F01.g	MADS
SCRFSD2019A09.g	Orphans
SCCCCL7037G12.g	MYB
PTSo00506.1	MYB-related
PTSo00133.1	ARID
PTSo00911.1	NLP
PTSo00274.1	Orphans
PTSo00500.1	G2-like
SCCCAM1001G08.g	bZIP
SCCCRZ1004H12.g	EIL
PTSo00119.1	ARF
SCCCLR1C05A05.g	MADS
SCQGLR2017E05.g	Orphans
SCJFRZ3C01A10.g	AP2-EREBP
SCMCRZ3067A03.g	HSF
SCVPAM2067C05.g	MADS
SCUTLR1058F07.g	C2C2-Dof
SCSBFL4066E09.g	MYB
SCSBLB2040E07.g	Orphans
PTSo00131.1	ARID
SCUTAM2007E07.g	MYB-related
SCSBHR1056H09.g	MYB-related
SCQGST1029F11.g	WRKY
SCVPLR2027A05.g	ARF
SCCCCL1001G09.b	Orphans
PTSo00401.1	Orphans
SCJLRZ1020B03.g	GRAS
SCCCLB1002G05.g	MYB
PTSo00482.1	G2-like
PTSo00566.1	Homeobox
PTSo00839.1	MYB-related
SCCCLR1076F10.g	bZIP
SCRURT2007E11.g	MYB
PTSo00423.1	CCAAT
PTSo00944.1	PHD
SCSBAM1087H06.g	PHD
PTSo00952.1	PHD
PTSo00935.1	PHD
SCJFAM1068B03.g	PHD
PTSo00939.1	PHD
