genename	familyname
Sb01g005100	MYB
Sb04g001200	bHLH
Sb02g035650	CCAAT
Sb03g032120	Orphans
Sb09g021016	AP2-EREBP
Sb07g025320	bHLH
Sb09g008000	NAC
Sb10g001690	GRAS
Sb02g024530	NAC
Sb07g027260	AP2-EREBP
Sb02g028870	NAC
Sb03g010980	MYB
Sb07g007820	ABI3-VP1
Sb03g039510	GRAS
Sb06g028090	AP2-EREBP
Sb04g026610	ARF
Sb08g019920	ABI3-VP1
Sb03g008860	NAC
Sb02g020870	MYB-related
Sb01g043910	Homeobox
Sb01g037050	bZIP
Sb06g024200	C2C2-GATA
Sb08g015555	MADS
Sb03g026170	WRKY
Sb02g024270	ZIM
Sb08g004360	C2C2-GATA
Sb04g033670	MYB
Sb07g025940	Orphans
Sb08g004370	C2C2-GATA
Sb10g003160	AP2-EREBP
Sb09g003430	Orphans
Sb03g041550	PHD
Sb01g027940	JUMONJI
Sb06g034065	PHD
Sb10g031300	PHD
Sb01g015210	JUMONJI
Sb10g010430	PHD
Sb01g008195	PHD
Sb07g028430	WRKY
Sb10g004880	BBR/BPC
Sb10g025590	WRKY
Sb01g007030	G2-like
Sb04g006970	AP2-EREBP
Sb06g013850	Orphans
Sb06g018710	EIL
Sb01g014430	ABI3-VP1
Sb05g026270	GRAS
Sb01g045060	AP2-EREBP
Sb09g021780	NAC
Sb08g005380	Orphans
Sb02g026510	NAC
Sb04g026210	MYB
Sb06g012030	bHLH
Sb09g023270	WRKY
Sb04g031750	MADS
Sb02g006350	bZIP
Sb05g009460	MYB
Sb02g043180	C3H
Sb01g036490	C3H
Sb08g006530	Alfin-like
Sb02g027210	bHLH
Sb05g023910	MADS
Sb02g006390	bHLH
Sb02g030490	HSF
Sb03g029050	MYB
Sb06g025790	Orphans
Sb01g037670	MYB
Sb10g020860	NAC
Sb02g036620	NAC
Sb03g031130	E2F-DP
Sb10g006250	bHLH
Sb04g033300	Orphans
Sb01g014180	WRKY
Sb06g024390	AP2-EREBP
Sb10g006570	MYB-related
Sb07g025843	AP2-EREBP
Sb07g024890	MYB
Sb02g039060	GRAS
Sb01g036440	G2-like
Sb04g027540	MYB
Sb03g000930	MYB-related
Sb08g018370	MYB
Sb08g021000	bHLH
Sb02g043300	Homeobox
Sb10g028970	Orphans
Sb03g038190	WRKY
Sb06g000536	NAC
Sb05g000310	C2C2-Dof
Sb01g030570	MADS
Sb03g019510	TCP
Sb03g009320	NAC
Sb04g031960	AP2-EREBP
Sb01g033156	Orphans
Sb10g030250	bZIP
Sb01g001790	NAC
Sb03g038960	Orphans
Sb01g014510	ABI3-VP1
Sb03g041360	MYB
Sb09g030650	Orphans
Sb07g002210	bHLH
Sb02g022290	WRKY
Sb01g045710	bHLH
Sb07g021430	MYB
Sb05g001890	C2C2-GATA
Sb04g036640	NAC
Sb02g030900	MYB
Sb01g014595	ABI3-VP1
Sb06g020100	NAC
Sb03g026100	Orphans
Sb04g024000	MYB
Sb03g009930	C3H
Sb04g000820	Orphans
Sb04g009390	bHLH
Sb02g026630	AP2-EREBP
Sb04g035890	bHLH
Sb01g001950	C2H2
Sb04g036520	C2C2-GATA
Sb01g016830	Orphans
Sb08g003500	bZIP
Sb10g019923	WRKY
Sb09g029810	WRKY
Sb06g020190	MYB-related
Sb10g026450	bZIP
Sb03g042210	NAC
Sb07g003247	AP2-EREBP
Sb04g022672	NAC
Sb04g005020	bZIP
Sb06g025060	bHLH
Sb01g029020	MYB-related
Sb04g026440	NAC
Sb09g029575	MYB-related
Sb06g027710	WRKY
Sb10g023400	Homeobox
Sb07g021800	AP2-EREBP
Sb03g003180	Orphans
Sb08g019885	ABI3-VP1
Sb03g012310	MYB
Sb05g018030	Orphans
Sb01g017560	C2C2-YABBY
Sb09g004315	C2C2-GATA
Sb04g029180	Orphans
Sb03g031860	AP2-EREBP
Sb01g036670	Homeobox
Sb04g010280	MYB-related
Sb01g044620	Homeobox
Sb10g010016	GRAS
Sb05g021820	MYB
Sb08g002520	WRKY
Sb02g028420	SBP
Sb03g006500	bHLH
Sb08g020330	bHLH
Sb08g020790	CPP
Sb09g021690	C2C2-Dof
Sb03g026600	ABI3-VP1
Sb03g030480	WRKY
Sb02g028390	EIL
Sb03g028950	MYB-related
Sb2273s002010	bHLH
Sb10g025490	Orphans
Sb05g001590	NAC
Sb01g033530	bHLH
Sb04g006410	MYB-related
Sb01g046170	Homeobox
Sb02g037990	bHLH
Sb10g029840	Orphans
Sb07g025120	HSF
Sb07g023900	NAC
Sb02g028300	bHLH
Sb10g025500	G2-like
Sb06g032500	ARF
Sb01g014580	bHLH
Sb07g004740	CCAAT
Sb08g002560	WRKY
Sb04g031710	ABI3-VP1
Sb07g027680	MYB-related
Sb08g004260	AP2-EREBP
Sb02g024460	bHLH
Sb03g030750	NAC
Sb01g028870	MYB-related
Sb03g013700	C2C2-GATA
Sb03g003360	WRKY
Sb09g005700	WRKY
Sb09g026350	WRKY
Sb10g020010	WRKY
Sb09g010210	WRKY
Sb01g044910	ABI3-VP1
Sb03g009880	C3H
Sb07g004190	bHLH
Sb02g000900	JUMONJI
Sb01g037640	PHD
Sb04g000775	JUMONJI
Sb02g043960	PHD
Sb01g010120	PHD
Sb03g025310	PHD
Sb08g021460	ARF
Sb02g023230	AP2-EREBP
Sb07g001400	NAC
Sb01g027325	ZIM
Sb09g003300	MYB-related
Sb06g028800	NAC
Sb06g022080	NAC
Sb08g003260	bZIP
Sb05g018070	GRAS
Sb04g005580	ARR-B
Sb08g016830	CCAAT
Sb01g012140	bZIP
Sb10g030960	MYB-related
Sb09g003350	MYB-related
Sb09g018540	GRAS
Sb01g038330	Trihelix
Sb04g005380	TUB
Sb09g018350	Alfin-like
Sb05g026250	GRAS
Sb04g008300	HSF
Sb04g030230	bHLH
Sb01g047940	bHLH
Sb03g002480	BZR
Sb10g026550	G2-like
Sb01g009800	MYB-related
Sb08g019880	ABI3-VP1
Sb06g021370	NLP
Sb01g048400	bHLH
Sb09g003390	MYB-related
Sb10g025440	Homeobox
Sb10g024770	bZIP
Sb07g025920	bHLH
Sb03g034780	AP2-EREBP
Sb0836s002010	MADS
Sb02g001806	AP2-EREBP
Sb03g032530	MYB-related
Sb07g028960	bZIP
Sb02g043030	WRKY
Sb01g044640	bHLH
Sb01g020200	Orphans
Sb03g010130	NAC
Sb08g020300	bHLH
Sb03g011280	MYB-related
Sb03g037740	bZIP
Sb05g003810	bZIP
Sb04g006636	GRAS
Sb03g001296	AP2-EREBP
Sb06g032600	Orphans
Sb01g012170	GRF
Sb05g001540	C3H
Sb03g043580	MADS
Sb02g040560	Orphans
Sb05g006090	ABI3-VP1
Sb07g006195	AP2-EREBP
Sb07g021140	TCP
Sb10g002680	MADS
Sb01g028450	NAC
Sb02g030690	Orphans
Sb03g035240	CPP
Sb01g008180	Orphans
Sb07g027740	SBP
Sb04g029300	C2C2-Dof
Sb01g042570	NAC
Sb10g026020	Orphans
Sb02g009782	BBR/BPC
Sb08g002590	WRKY
Sb06g025710	HSF
Sb03g025570	bHLH
Sb06g024380	AP2-EREBP
Sb01g013900	CPP
Sb01g045740	Homeobox
Sb01g046180	Orphans
Sb05g003750	Homeobox
Sb01g044280	GRAS
Sb06g023780	NAC
Sb01g040980	CCAAT
Sb02g036680	GRAS
Sb03g040510	bZIP
Sb05g021151	NAC
Sb09g030830	Orphans
Sb03g044170	MADS
Sb02g037650	GRAS
Sb08g019710	TCP
Sb08g002540	WRKY
Sb01g045840	C2C2-Dof
Sb07g005180	Homeobox
Sb04g002700	bZIP
Sb06g023610	MYB
Sb04g023730	EIL
Sb06g033970	ARF
Sb02g035640	CCAAT
Sb04g004736	MADS
Sb02g002400	MADS
Sb10g006920	GeBP
Sb07g021470	ZF-HD
Sb05g003900	TUB
Sb07g007306	MADS
Sb04g032940	AP2-EREBP
Sb09g023750	GRAS
Sb06g022660	MYB
Sb07g020300	Homeobox
Sb04g030850	bHLH
Sb07g027160	MYB
Sb02g036200	Orphans
Sb06g017660	MADS
Sb01g029080	Orphans
Sb01g014440	ABI3-VP1
Sb02g024593	NAC
Sb09g018837	NAC
Sb02g032670	NAC
Sb02g012630	AP2-EREBP
Sb04g009800	WRKY
Sb04g024720	bZIP
Sb10g027790	ARF
Sb06g000450	C3H
Sb08g004790	MYB-related
Sb07g025340	bHLH
Sb05g027750	GRAS
Sb08g005140	MYB-related
Sb10g026060	Orphans
Sb04g029210	bZIP
Sb01g050540	Orphans
Sb10g024183	Orphans
Sb06g015280	Trihelix
Sb09g020590	NAC
Sb06g020810	bHLH
Sb03g002050	bZIP
Sb01g006800	MYB
Sb04g034350	GeBP
Sb02g004250	CPP
Sb01g020505	Orphans
Sb08g014060	NAC
Sb09g004870	ABI3-VP1
Sb06g032000	C3H
Sb01g007570	WRKY
Sb01g027770	WRKY
Sb08g008300	bZIP
Sb06g025040	bHLH
Sb02g006750	MADS
Sb03g008090	Homeobox
Sb03g005180	GeBP
Sb09g027800	MYB
Sb07g023890	C2H2
Sb02g037560	Homeobox
Sb04g035980	ARR-B
Sb02g030870	Orphans
Sb01g035120	Orphans
Sb03g041890	PHD
Sb05g022250	JUMONJI
Sb02g004100	PHD
Sb01g037770	PHD
Sb01g033580	JUMONJI
Sb02g043750	PHD
Sb02g043870	Orphans
Sb01g004080	bZIP
Sb04g000520	Trihelix
Sb01g045040	AP2-EREBP
Sb01g034500	HSF
Sb03g026280	WRKY
Sb04g036955	MYB-related
Sb01g019270	MYB
Sb09g006018	NAC
Sb02g043310	C2C2-Dof
Sb06g019930	NAC
Sb10g002120	NAC
Sb01g036680	G2-like
Sb04g022780	Orphans
Sb06g000850	MYB-related
Sb01g019120	Homeobox
Sb04g028550	Orphans
Sb06g020670	Trihelix
Sb10g000460	NAC
Sb06g032880	MYB
Sb09g022060	MYB
Sb04g028960	MADS
Sb03g038200	WRKY
Sb03g004070	BZR
Sb06g011767	ARF
Sb01g013080	MYB-related
Sb05g027820	GRAS
Sb10g012735	AP2-EREBP
Sb02g040050	MYB
Sb04g006080	AP2-EREBP
Sb06g000570	Orphans
Sb03g008290	bHLH
Sb08g007760	NLP
Sb05g021480	GRF
Sb07g022740	GeBP
Sb04g022943	AP2-EREBP
Sb10g022130	NAC
Sb03g043690	bHLH
Sb05g003420	bZIP
Sb04g001110	MYB
Sb04g031930	C3H
Sb06g031230	AP2-EREBP
Sb03g038170	WRKY
Sb02g039300	AP2-EREBP
Sb02g011050	WRKY
Sb01g006850	bZIP
Sb05g024630	E2F-DP
Sb04g006500	bZIP
Sb04g022245	AP2-EREBP
Sb02g031970	NLP
Sb02g029300	SBP
Sb03g040860	C2C2-Dof
Sb04g027940	AP2-EREBP
Sb07g006980	WRKY
Sb10g009592	bZIP
Sb03g003120	MYB
Sb04g029350	CCAAT
Sb10g007780	AP2-EREBP
Sb3113s002010	ABI3-VP1
Sb03g004980	AP2-EREBP
Sb06g034210	NAC
Sb01g004710	bHLH
Sb01g011970	Homeobox
Sb03g026620	ABI3-VP1
Sb0012s010230	CAMTA
Sb06g034160	Orphans
Sb01g042850	C2C2-YABBY
Sb09g001590	MYB
Sb08g004610	TCP
Sb08g020320	bHLH
Sb09g029330	C3H
Sb05g023895	MADS
Sb05g005230	MYB-related
Sb02g005840	AP2-EREBP
Sb04g030510	MYB-related
Sb01g026610	bHLH
Sb10g000950	ABI3-VP1
Sb10g005590	Orphans
Sb03g004600	MYB
Sb07g008550	Orphans
Sb05g026273	GRAS
Sb04g003470	Orphans
Sb09g025810	Homeobox
Sb03g047330	G2-like
Sb01g018240	C2C2-Dof
Sb09g001150	GRAS
Sb06g027000	Orphans
Sb07g022620	Homeobox
Sb02g020760	bZIP
Sb08g019930	ABI3-VP1
Sb06g033820	TUB
Sb01g023330	ZIM
Sb05g019540	ARF
Sb03g002910	bHLH
Sb07g023280	bHLH
Sb04g028440	E2F-DP
Sb04g027960	TCP
Sb05g020860	CCAAT
Sb08g006510	Orphans
Sb10g001350	GRF
Sb04g034490	GeBP
Sb10g002740	Homeobox
Sb06g002075	ABI3-VP1
Sb06g024355	AP2-EREBP
Sb02g038870	CCAAT
Sb03g030785	Orphans
Sb03g042060	AP2-EREBP
Sb07g022155	ARID
Sb03g040940	TUB
Sb09g030930	bHLH
Sb02g039703	ARF
Sb03g036380	Orphans
Sb06g025680	C2C2-Dof
Sb04g034290	AP2-EREBP
Sb10g004580	AP2-EREBP
Sb10g008800	E2F-DP
Sb10g010520	CCAAT
Sb06g003100	MYB
Sb03g046040	Orphans
Sb06g017210	GRAS
Sb04g022020	bZIP
Sb04g033450	C2C2-GATA
Sb06g033380	CCAAT
Sb07g006230	WRKY
Sb10g020850	NAC
Sb02g030120	bHLH
Sb01g009130	Homeobox
Sb01g037210	AP2-EREBP
Sb04g023340	Trihelix
Sb01g000696	WRKY
Sb02g026500	HSF
Sb10g009330	MYB
Sb03g010970	MYB
Sb01g041480	bZIP
Sb04g003140	G2-like
Sb01g002270	C2C2-GATA
Sb02g009750	BBR/BPC
Sb10g006260	AP2-EREBP
Sb02g005713	bHLH
Sb10g009480	C2C2-CO-like
Sb02g026150	Homeobox
Sb05g003820	GRAS
Sb10g019660	CPP
Sb10g031260	ARID
Sb07g000565	PHD
Sb10g009710	JUMONJI
Sb02g024010	JUMONJI
Sb02g026200	PHD
Sb01g035540	JUMONJI
Sb04g038170	JUMONJI
Sb01g047350	PHD
Sb09g018336	PHD
Sb07g000645	PHD
Sb07g003170	MYB-related
Sb10g021800	HSF
Sb01g006830	AP2-EREBP
Sb08g006490	ZF-HD
Sb09g008120	bHLH
Sb06g015640	MADS
Sb03g003270	MYB-related
Sb07g004460	MYB
Sb03g015050	MYB
Sb05g002390	NAC
Sb06g013835	WRKY
Sb06g022960	Orphans
Sb02g040550	GeBP
Sb03g043110	ABI3-VP1
Sb04g008670	G2-like
Sb03g030310	C2C2-GATA
Sb03g000490	NLP
Sb09g026830	WRKY
Sb08g016240	WRKY
Sb03g027120	MYB-related
Sb01g033165	Orphans
Sb06g004760	ARR-B
Sb09g004740	Alfin-like
Sb01g010020	ZF-HD
Sb04g030550	TUB
Sb08g015280	MYB
Sb0010s017130	bHLH
Sb04g035300	MYB-related
Sb01g049150	ABI3-VP1
Sb01g008550	WRKY
Sb05g001210	WRKY
Sb01g029065	AP2-EREBP
Sb09g024290	bZIP
Sb04g023410	Homeobox
Sb01g029290	MYB-related
Sb09g001160	GRAS
Sb01g009330	GRF
Sb02g013060	ABI3-VP1
Sb03g039610	G2-like
Sb08g006460	MADS
Sb06g026240	GRAS
Sb01g011840	ZIM
Sb01g028260	Orphans
Sb03g028530	WRKY
Sb02g001960	Orphans
Sb09g017292	NLP
Sb07g021280	MYB
Sb08g003950	GRAS
Sb01g012260	bHLH
Sb01g014400	ABI3-VP1
Sb09g006060	MYB-related
Sb0239s002010	AP2-EREBP
Sb04g026970	TCP
Sb01g014530	C2C2-Dof
Sb04g037210	Orphans
Sb08g001830	ZF-HD
Sb01g031140	AP2-EREBP
Sb08g023200	ABI3-VP1
Sb10g005480	MYB-related
Sb02g020940	Homeobox
Sb10g023990	Orphans
Sb02g025515	ARID
Sb01g012870	WRKY
Sb03g011640	MYB
Sb01g044515	C3H
Sb04g002093	C2C2-GATA
Sb10g025510	Orphans
Sb04g028040	NLP
Sb09g029140	CCAAT
Sb01g036740	EIL
Sb04g033105	AP2-EREBP
Sb07g022120	MYB
Sb05g017130	WRKY
Sb04g021470	Orphans
Sb07g002040	Orphans
Sb10g007890	NAC
Sb09g002290	MYB-related
Sb05g001180	WRKY
Sb06g024220	WRKY
Sb05g027760	GRAS
Sb06g017860	GRAS
Sb01g005870	Orphans
Sb04g035160	AP2-EREBP
Sb02g038780	MADS
Sb07g000220	ABI3-VP1
Sb05g004150	ARR-B
Sb03g030850	C2C2-Dof
Sb07g004580	AP2-EREBP
Sb04g004243	C3H
Sb04g034053	Orphans
Sb01g009590	bHLH
Sb03g029920	WRKY
Sb10g006980	AP2-EREBP
Sb03g028470	HSF
Sb02g030260	TCP
Sb07g021440	ZF-HD
Sb03g011940	bHLH
Sb02g026570	bZIP
Sb08g000240	Orphans
Sb02g025350	MYB
Sb02g002430	MADS
Sb03g040210	Homeobox
Sb07g006170	ABI3-VP1
Sb01g004195	NAC
Sb03g004260	C3H
Sb05g002490	GRAS
Sb01g033650	CAMTA
Sb01g039550	C2C2-Dof
Sb02g042230	Orphans
Sb08g000510	G2-like
Sb02g021226	WRKY
Sb01g036590	NAC
Sb03g007200	AP2-EREBP
Sb04g032130	G2-like
Sb04g022270	bHLH
Sb01g014455	ABI3-VP1
Sb09g030646	Orphans
Sb01g019980	ARR-B
Sb09g024400	AP2-EREBP
Sb06g028730	ABI3-VP1
Sb04g009270	C3H
Sb03g032260	MYB
Sb04g036340	NAC
Sb01g021490	HSF
Sb02g006580	EIL
Sb04g033680	MYB
Sb01g039670	GRAS
Sb04g031950	AP2-EREBP
Sb09g027530	AP2-EREBP
Sb07g021290	G2-like
Sb06g008585	MYB-related
Sb07g022965	bZIP
Sb10g006820	Homeobox
Sb01g034370	GeBP
Sb10g002710	CCAAT
Sb08g001800	MYB
Sb03g006450	MYB-related
Sb07g027280	AP2-EREBP
Sb06g017345	Orphans
Sb01g030620	Homeobox
Sb03g012480	Homeobox
Sb04g030420	C2C2-Dof
Sb03g003100	MYB-related
Sb01g014520	ABI3-VP1
Sb05g003490	Homeobox
Sb01g044810	MADS
Sb07g027270	AP2-EREBP
Sb05g006275	AP2-EREBP
Sb02g024650	ZF-HD
Sb09g020770	MADS
Sb07g026220	SBP
Sb04g007795	bHLH
Sb03g000240	WRKY
Sb02g028540	C3H
Sb07g020680	JUMONJI
Sb10g011813	PHD
Sb01g038485	PHD
Sb10g005910	PHD
Sb07g020610	PHD
Sb04g031040	JUMONJI
Sb10g007810	MADS
Sb07g028900	bZIP
Sb03g001445	ZF-HD
Sb0169s002030	Orphans
Sb02g042760	AP2-EREBP
Sb08g018170	bZIP
Sb10g026200	SBP
Sb03g038820	bHLH
Sb03g042570	Orphans
Sb10g021750	BZR
Sb01g022330	C2C2-Dof
Sb01g036560	NAC
Sb02g028380	bZIP
Sb10g023665	MYB
Sb10g027220	ARF
Sb02g034775	Orphans
Sb02g025530	AP2-EREBP
Sb04g029480	C2C2-CO-like
Sb10g024430	bZIP
Sb03g027910	C3H
Sb03g010280	C2C2-Dof
Sb02g041070	bZIP
Sb04g024780	NAC
Sb04g005902	Trihelix
Sb01g006270	GeBP
Sb05g002590	Orphans
Sb02g004476	Orphans
Sb03g040730	MYB-related
Sb10g004000	WRKY
Sb06g024480	Homeobox
Sb02g027040	ZF-HD
Sb04g005250	C2C2-CO-like
Sb10g022580	C2C2-GATA
Sb08g021370	CCAAT-HAP2
Sb09g003360	MYB-related
Sb01g049400	AP2-EREBP
Sb09g024690	GRAS
Sb03g044485	ZIM
Sb09g023500	WRKY
Sb04g021160	AP2-EREBP
Sb04g026750	Orphans
Sb01g034410	NAC
Sb02g024765	WRKY
Sb03g027580	MADS
Sb01g003400	AP2-EREBP
Sb04g011170	NAC
Sb09g029850	WRKY
Sb04g037720	NAC
Sb06g017560	Orphans
Sb03g030770	Homeobox
Sb05g025970	MADS
Sb03g034918	TCP
Sb04g008380	BZR
Sb07g027650	NAC
Sb03g038510	WRKY
Sb06g003030	Orphans
Sb07g006880	ABI3-VP1
Sb09g023190	AP2-EREBP
Sb01g044480	CAMTA
Sb03g044450	MYB
Sb04g033440	Orphans
Sb04g034440	WRKY
Sb02g009860	Homeobox
Sb02g024450	TCP
Sb01g020490	Orphans
Sb10g026620	Orphans
Sb02g030470	Homeobox
Sb03g001940	TCP
Sb10g010860	C2C2-CO-like
Sb03g044220	CAMTA
Sb08g019830	C2C2-Dof
Sb07g005030	Orphans
Sb05g001280	AP2-EREBP
Sb08g002570	WRKY
Sb09g017950	AP2-EREBP
Sb09g023630	ABI3-VP1
Sb04g031770	GRAS
Sb09g002010	Homeobox
Sb06g023313	AP2-EREBP
Sb08g018940	GRAS
Sb04g002450	BZR
Sb02g002080	AP2-EREBP
Sb09g029510	C2C2-GATA
Sb02g006780	AP2-EREBP
Sb10g000520	GRAS
Sb01g014500	ABI3-VP1
Sb04g032040	C2C2-Dof
Sb07g002780	Homeobox
Sb02g010520	G2-like
Sb02g030340	AP2-EREBP
Sb01g015180	GRAS
Sb02g043620	bZIP
Sb03g041860	MADS
Sb01g050333	GRAS
Sb03g006210	MADS
Sb03g042080	MADS
Sb04g038370	C3H
Sb03g000570	bHLH
Sb03g032900	Orphans
Sb07g028600	CCAAT
Sb10g025053	AP2-EREBP
Sb03g011705	MADS
Sb09g022280	bHLH
Sb05g027740	GRAS
Sb03g045660	GRAS
Sb03g043480	ABI3-VP1
Sb08g004720	MYB
Sb03g003610	CCAAT
Sb04g002090	C2C2-GATA
Sb07g003880	ABI3-VP1
Sb08g004600	TCP
Sb06g016340	TCP
Sb2250s002010	bHLH
Sb06g016380	bHLH
Sb06g016740	bHLH
Sb08g001140	Orphans
Sb02g004890	PHD
Sb02g019373	PHD
Sb03g029850	PHD
Sb0011s007590	JUMONJI
